tên hồ,Thời điểm,htl,dbt,hc,Qve,Tqx,Qxt,Qxm,Ncxs,Ncxm
Vĩnh Sơn A,19/05 23:00,773.08,775.0,765.0,1.5,10.0,0.0,10.0,0,0
Sông Bung 4,19/05 23:00,217.33,222.5,205.0,110.0,110.0,0.0,110.0,0,0
Vĩnh Sơn B,19/05 23:00,820.72,826.0,813.6,0.0,0.0,0.0,,0,0
Vĩnh Sơn C,19/05 23:00,978.42,981.0,971.3,2.3,0.0,0.0,,0,0
Sông Tranh 2,19/05 23:00,169.36,175.0,140.0,520.53,213.7,5.7,208.0,0,0
Sông Ba Hạ,19/05 23:00,103.04,105.0,101.0,37.0,0.0,0.0,0.0,0,0
Sông Hinh,19/05 23:00,209.0,209.0,196.0,54.83,54.83,0.0,54.83,0,0
A Vương,20/05 23:00,371.01,380.0,340.0,140.78,72.6,0.0,72.6,0,0
Sông Bung 2,20/05 23:00,599.63,605.0,565.0,75.13,28.56,0.0,28.56,0,0
Vĩnh Sơn A,20/05 23:00,773.13,775.0,765.0,8.28,13.2,0.0,13.2,0,0
Sông Bung 4,20/05 23:00,218.43,222.5,205.0,224.67,104.0,0.0,104.0,0,0
Vĩnh Sơn B,20/05 23:00,820.6,826.0,813.6,0.0,0.0,0.0,,0,0
Vĩnh Sơn C,20/05 23:00,978.43,981.0,971.3,2.3,0.0,0.0,,0,0
Sông Tranh 2,20/05 23:00,170.46,175.0,140.0,467.39,211.7,5.7,206.0,0,0
Sông Ba Hạ,20/05 21:00,103.06,105.0,101.0,34.0,0.0,0.0,0.0,0,0
Sông Hinh,20/05 23:00,209.0,209.0,196.0,54.83,54.83,0.0,54.83,0,0
A Vương,21/05 23:00,371.9,380.0,340.0,77.93,55.2,0.0,55.2,0,0
Sông Bung 2,21/05 23:00,602.24,605.0,565.0,48.95,34.0,0.0,34.0,0,0
Vĩnh Sơn A,21/05 23:00,773.21,775.0,765.0,1.5,10.0,0.0,10.0,0,0
Sông Bung 4,21/05 23:00,220.78,222.5,205.0,360.67,100.0,0.0,100.0,0,0
Vĩnh Sơn B,21/05 23:00,820.48,826.0,813.6,0.0,0.0,0.0,,0,0
Vĩnh Sơn C,21/05 23:00,978.55,981.0,971.3,2.3,0.0,0.0,,0,0
Sông Tranh 2,21/05 23:00,171.84,175.0,140.0,380.3,209.7,5.7,204.0,0,0
Sông Ba Hạ,21/05 23:00,103.79,105.0,101.0,590.0,0.0,0.0,0.0,0,0
Sông Hinh,21/05 23:00,209.0,209.0,196.0,54.83,54.83,0.0,54.83,0,0
A Vương,22/05 23:00,372.19,380.0,340.0,55.63,32.9,0.0,32.9,0,0
Sông Bung 2,22/05 23:00,602.8,605.0,565.0,24.47,17.0,0.0,17.0,0,0
Vĩnh Sơn A,22/05 23:00,773.28,775.0,765.0,1.5,10.0,0.0,10.0,0,0
Sông Bung 4,22/05 23:00,221.3,222.5,205.0,121.44,78.0,0.0,78.0,0,0
Vĩnh Sơn B,22/05 23:00,820.36,826.0,813.6,0.0,0.0,0.0,,0,0
Vĩnh Sơn C,22/05 23:00,978.58,981.0,971.3,2.3,0.0,0.0,,0,0
Sông Tranh 2,22/05 23:00,172.2,175.0,140.0,174.44,89.03,5.7,83.33,0,0
Sông Ba Hạ,22/05 23:00,104.95,105.0,101.0,515.0,500.0,100.0,400.0,0,1
Sông Hinh,22/05 23:00,209.0,209.0,196.0,54.83,54.83,0.0,54.83,0,0
A Vương,23/05 23:00,372.42,380.0,340.0,35.47,58.2,0.0,58.2,0,0
Sông Bung 2,23/05 23:00,603.13,605.0,565.0,25.11,32.58,0.0,32.58,0,0
Vĩnh Sơn A,23/05 23:00,773.36,775.0,765.0,3.5,12.0,0.0,12.0,0,0
Sông Bung 4,23/05 23:00,221.42,222.5,205.0,112.56,156.0,0.0,156.0,0,0
Vĩnh Sơn B,23/05 23:00,820.24,826.0,813.6,0.0,0.0,0.0,,0,0
Vĩnh Sơn C,23/05 23:00,978.56,981.0,971.3,2.3,0.0,0.0,,0,0
Sông Tranh 2,23/05 23:00,172.35,175.0,140.0,136.58,193.39,5.7,187.69,0,0
Sông Ba Hạ,23/05 23:00,104.89,105.0,101.0,380.0,450.0,50.0,400.0,0,1
Sông Hinh,23/05 23:00,209.0,209.0,196.0,57.97,57.97,0.0,57.97,0,0
A Vương,24/05 23:00,372.52,380.0,340.0,18.04,63.5,0.0,63.5,0,0
Sông Bung 2,24/05 23:00,603.4,605.0,565.0,24.47,17.0,0.0,17.0,0,0
Vĩnh Sơn A,24/05 23:00,773.42,775.0,765.0,3.5,12.0,0.0,12.0,0,0
Sông Bung 4,24/05 23:00,221.47,222.5,205.0,78.0,78.0,0.0,78.0,0,0
Vĩnh Sơn B,24/05 23:00,820.12,826.0,813.6,0.0,0.0,0.0,,0,0
Vĩnh Sơn C,24/05 23:00,978.54,981.0,971.3,2.3,0.0,0.0,,0,0
Sông Tranh 2,24/05 23:00,172.62,175.0,140.0,137.0,137.0,5.7,131.3,0,0
Sông Ba Hạ,24/05 21:00,104.61,105.0,101.0,154.0,400.0,0.0,400.0,0,0
Sông Hinh,24/05 23:00,209.0,209.0,196.0,57.97,57.97,0.0,57.97,0,0
A Vương,25/05 23:00,372.47,380.0,340.0,35.27,58.0,0.0,58.0,0,0
Sông Bung 2,25/05 23:00,603.27,605.0,565.0,19.73,27.2,0.0,27.2,0,0
Vĩnh Sơn A,25/05 23:00,773.47,775.0,765.0,2.58,7.5,0.0,7.5,0,0
Sông Bung 4,25/05 23:00,221.33,222.5,205.0,112.56,156.0,0.0,156.0,0,0
Vĩnh Sơn B,25/05 23:00,820.0,826.0,813.6,0.0,0.0,0.0,,0,0
Vĩnh Sơn C,25/05 23:00,978.53,981.0,971.3,2.3,0.0,0.0,,0,0
Sông Tranh 2,25/05 23:00,172.67,175.0,140.0,131.4,188.34,5.7,182.64,0,0
Sông Ba Hạ,25/05 23:00,104.19,105.0,101.0,170.0,400.0,0.0,400.0,0,0
Sông Hinh,25/05 23:00,209.0,209.0,196.0,57.97,57.97,0.0,57.97,0,0
A Vương,26/05 23:00,372.23,380.0,340.0,28.04,73.5,0.0,73.5,0,0
Sông Bung 2,26/05 23:00,603.1,605.0,565.0,20.86,28.33,0.0,28.33,0,0
Vĩnh Sơn A,26/05 23:00,773.49,775.0,765.0,3.5,12.0,0.0,12.0,0,0
Sông Bung 4,26/05 23:00,221.12,222.5,205.0,86.56,130.0,0.0,130.0,0,0
Vĩnh Sơn B,26/05 23:00,819.89,826.0,813.6,0.0,0.0,0.0,,0,0
Vĩnh Sơn C,26/05 23:00,978.52,981.0,971.3,2.3,0.0,0.0,,0,0
Sông Tranh 2,26/05 23:00,172.54,175.0,140.0,93.95,207.7,5.7,202.0,0,0
Sông Ba Hạ,26/05 23:00,103.92,105.0,101.0,77.0,389.0,0.0,389.0,0,0
Sông Hinh,26/05 23:00,209.0,209.0,196.0,57.97,57.97,0.0,57.97,0,0
A Vương,27/05 23:00,372.11,380.0,340.0,26.8,26.8,0.0,26.8,0,0
Sông Bung 2,27/05 23:00,602.94,605.0,565.0,16.78,31.73,0.0,31.73,0,0
Vĩnh Sơn A,27/05 23:00,773.54,775.0,765.0,3.5,12.0,0.0,12.0,0,0
Sông Bung 4,27/05 23:00,220.92,222.5,205.0,112.56,156.0,0.0,156.0,0,0
Vĩnh Sơn B,27/05 23:00,819.78,826.0,813.6,0.0,0.0,0.0,,0,0
Vĩnh Sơn C,27/05 23:00,978.5,981.0,971.3,2.3,0.0,0.0,,0,0
Sông Tranh 2,27/05 23:00,172.53,175.0,140.0,90.72,204.33,5.7,198.63,0,0
Sông Ba Hạ,27/05 23:00,103.84,105.0,101.0,125.0,194.0,0.0,194.0,0,0
Sông Hinh,27/05 23:00,209.0,209.0,196.0,57.97,57.97,0.0,57.97,0,0
A Vương,28/05 23:00,372.28,380.0,340.0,28.1,28.1,0.0,28.1,0,0
Sông Bung 2,28/05 23:00,603.07,605.0,565.0,11.58,34.0,0.0,34.0,0,0
Vĩnh Sơn A,28/05 23:00,773.57,775.0,765.0,3.5,12.0,0.0,12.0,0,0
Sông Bung 4,28/05 23:00,220.7,222.5,205.0,69.11,156.0,0.0,156.0,0,0
Vĩnh Sơn B,28/05 23:00,819.66,826.0,813.6,0.0,0.0,0.0,,0,0
Vĩnh Sơn C,28/05 23:00,978.48,981.0,971.3,2.3,0.0,0.0,,0,0
Sông Tranh 2,28/05 23:00,172.45,175.0,140.0,94.09,207.7,5.7,202.0,0,0
Sông Ba Hạ,28/05 23:00,103.83,105.0,101.0,120.0,136.0,0.0,136.0,0,0
Sông Hinh,28/05 23:00,209.0,209.0,196.0,57.97,57.97,0.0,57.97,0,0
A Vương,29/05 23:00,372.39,380.0,340.0,53.43,30.7,0.0,30.7,0,0
Sông Bung 2,29/05 23:00,602.89,605.0,565.0,11.58,34.0,0.0,34.0,0,0
Vĩnh Sơn A,29/05 23:00,773.58,775.0,765.0,3.5,12.0,0.0,12.0,0,0
Sông Bung 4,29/05 23:00,220.51,222.5,205.0,112.56,156.0,0.0,156.0,0,0
Vĩnh Sơn B,29/05 23:00,819.54,826.0,813.6,0.0,0.0,0.0,,0,0
Vĩnh Sơn C,29/05 23:00,978.46,981.0,971.3,2.3,0.0,0.0,,0,0
Sông Tranh 2,29/05 23:00,172.45,175.0,140.0,71.92,157.2,5.7,151.5,0,0
Sông Ba Hạ,29/05 23:00,103.98,105.0,101.0,115.0,0.0,0.0,0.0,0,0
Sông Hinh,29/05 23:00,209.0,209.0,196.0,57.97,57.97,0.0,57.97,0,0
A Vương,30/05 23:00,372.79,380.0,340.0,54.63,31.9,0.0,31.9,0,0
Sông Bung 2,30/05 23:00,602.48,605.0,565.0,17.0,17.0,0.0,17.0,0,0
Vĩnh Sơn A,30/05 23:00,773.58,775.0,765.0,3.5,12.0,0.0,12.0,0,0
Sông Bung 4,30/05 23:00,220.55,222.5,205.0,84.56,128.0,0.0,128.0,0,0
Vĩnh Sơn B,30/05 23:00,819.48,826.0,813.6,6.2,0.0,0.0,,0,0
Vĩnh Sơn C,30/05 23:00,978.44,981.0,971.3,2.3,0.0,0.0,,0,0
Sông Tranh 2,30/05 23:00,172.42,175.0,140.0,113.43,113.43,5.7,107.73,0,0
Sông Ba Hạ,30/05 23:00,103.99,105.0,101.0,79.0,120.0,0.0,120.0,0,0
Sông Hinh,30/05 23:00,209.0,209.0,196.0,57.97,57.97,0.0,57.97,0,0
A Vương,31/05 23:00,372.81,380.0,340.0,55.97,78.7,0.0,78.7,0,0
Sông Bung 2,31/05 23:00,602.8,605.0,565.0,26.53,34.0,0.0,34.0,0,0
Vĩnh Sơn A,31/05 23:00,773.6,775.0,765.0,-2.5,6.0,0.0,6.0,0,0
Sông Bung 4,31/05 23:00,220.61,222.5,205.0,69.11,156.0,0.0,156.0,0,0
Vĩnh Sơn B,31/05 23:00,819.4,826.0,813.6,0.0,0.0,0.0,,0,0
Vĩnh Sơn C,31/05 23:00,978.41,981.0,971.3,2.3,0.0,0.0,,0,0
Sông Tranh 2,31/05 23:00,172.51,175.0,140.0,125.91,97.44,5.7,91.74,0,0
Sông Ba Hạ,31/05 23:00,103.93,105.0,101.0,125.0,120.0,0.0,120.0,0,0
Sông Hinh,31/05 23:00,209.0,209.0,196.0,57.97,57.97,0.0,57.97,0,0
A Vương,01/06 23:00,372.84,380.0,340.0,47.87,70.6,0.0,70.6,0,0
Sông Bung 2,01/06 23:00,602.54,605.0,565.0,34.0,34.0,0.0,34.0,0,0
Vĩnh Sơn A,01/06 23:00,773.67,775.0,765.0,5.2,13.2,0.0,13.2,0,0
Sông Bung 4,01/06 23:00,220.64,222.5,205.0,112.56,156.0,0.0,156.0,0,0
Vĩnh Sơn B,01/06 23:00,819.35,826.0,813.6,5.7,0.0,0.0,,0,0
Vĩnh Sơn C,01/06 23:00,978.4,981.0,971.3,2.3,0.0,0.0,,0,0
Sông Tranh 2,01/06 23:00,172.59,175.0,140.0,271.8,186.66,5.7,180.96,0,0
Sông Ba Hạ,01/06 23:00,103.81,105.0,101.0,115.0,265.0,0.0,265.0,0,0
Sông Hinh,01/06 23:00,209.0,209.0,196.0,57.97,57.97,0.0,57.97,0,0
A Vương,02/06 23:00,372.68,380.0,340.0,54.57,77.3,0.0,77.3,0,0
Sông Bung 2,02/06 23:00,602.36,605.0,565.0,24.47,17.0,0.0,17.0,0,0
Vĩnh Sơn A,02/06 23:00,773.77,775.0,765.0,7.38,12.0,0.0,12.0,0,0
Sông Bung 4,02/06 23:00,220.48,222.5,205.0,78.0,78.0,0.0,78.0,0,0
Vĩnh Sơn B,02/06 23:00,819.38,826.0,813.6,5.9,0.0,0.0,,0,0
Vĩnh Sơn C,02/06 23:00,978.41,981.0,971.3,2.3,0.0,0.0,,0,0
Sông Tranh 2,02/06 23:00,172.61,175.0,140.0,143.59,115.12,5.7,109.42,0,0
Sông Ba Hạ,02/06 23:00,103.83,105.0,101.0,450.0,327.0,0.0,327.0,0,0
Sông Hinh,02/06 23:00,209.0,209.0,196.0,57.97,57.97,0.0,57.97,0,0
A Vương,03/06 23:00,372.96,380.0,340.0,54.57,77.3,0.0,77.3,0,0
Sông Bung 2,03/06 23:00,602.5,605.0,565.0,19.05,34.0,0.0,34.0,0,0
Vĩnh Sơn A,03/06 23:00,773.87,775.0,765.0,4.0,12.0,0.0,12.0,0,0
Sông Bung 4,03/06 23:00,220.47,222.5,205.0,29.67,160.0,0.0,160.0,0,0
Vĩnh Sơn B,03/06 23:00,819.36,826.0,813.6,5.7,0.0,0.0,,0,0
Vĩnh Sơn C,03/06 23:00,978.39,981.0,971.3,2.3,0.0,0.0,,0,0
Sông Tranh 2,03/06 23:00,172.65,175.0,140.0,65.62,207.7,5.7,202.0,0,0
Sông Ba Hạ,03/06 23:00,104.04,105.0,101.0,290.0,182.0,0.0,182.0,0,0
Sông Hinh,03/06 23:00,209.0,209.0,196.0,57.97,57.97,0.0,57.97,0,0
A Vương,04/06 23:00,373.05,380.0,340.0,32.84,78.3,0.0,78.3,0,0
Sông Bung 2,04/06 23:00,602.45,605.0,565.0,11.58,34.0,0.0,34.0,0,0
Vĩnh Sơn A,04/06 23:00,773.97,775.0,765.0,4.0,12.0,0.0,12.0,0,0
Sông Bung 4,04/06 23:00,220.37,222.5,205.0,29.67,160.0,0.0,160.0,0,0
Vĩnh Sơn B,04/06 23:00,819.34,826.0,813.6,14.34,0.0,0.0,,0,0
Vĩnh Sơn C,04/06 23:00,978.37,981.0,971.3,2.3,0.0,0.0,,0,0
Sông Tranh 2,04/06 23:00,172.56,175.0,140.0,62.62,207.7,5.7,202.0,0,0
Sông Ba Hạ,04/06 23:00,104.12,105.0,101.0,120.0,400.0,0.0,400.0,0,0
Sông Hinh,04/06 23:00,209.0,209.0,196.0,57.97,57.97,0.0,57.97,0,0
A Vương,05/06 23:00,373.0,380.0,340.0,33.54,79.0,0.0,79.0,0,0
Sông Bung 2,05/06 23:00,602.5,605.0,565.0,19.05,34.0,0.0,34.0,0,0
Vĩnh Sơn A,05/06 23:00,774.08,775.0,765.0,4.0,12.0,0.0,12.0,0,0
Sông Bung 4,05/06 23:00,220.4,222.5,205.0,84.0,84.0,0.0,84.0,0,0
Vĩnh Sơn B,05/06 23:00,819.32,826.0,813.6,0.0,0.0,0.0,,0,0
Vĩnh Sơn C,05/06 23:00,978.34,981.0,971.3,2.3,0.0,0.0,,0,0
Sông Tranh 2,05/06 23:00,172.41,175.0,140.0,37.14,207.7,5.7,202.0,0,0
Sông Ba Hạ,05/06 23:00,104.02,105.0,101.0,85.0,400.0,0.0,400.0,0,0
Sông Hinh,05/06 23:00,209.0,209.0,196.0,57.97,57.97,0.0,57.97,0,0
A Vương,06/06 23:00,372.98,380.0,340.0,45.46,0.0,0.0,0.0,0,0
Sông Bung 2,06/06 23:00,602.43,605.0,565.0,13.99,6.52,0.0,6.52,0,0
Vĩnh Sơn A,06/06 23:00,774.09,775.0,765.0,8.5,12.0,0.0,12.0,0,0
Sông Bung 4,06/06 23:00,220.38,222.5,205.0,69.11,156.0,0.0,156.0,0,0
Vĩnh Sơn B,06/06 23:00,819.37,826.0,813.6,0.0,0.0,0.0,,0,0
Vĩnh Sơn C,06/06 23:00,978.31,981.0,971.3,3.9,0.0,0.0,,0,0
Sông Tranh 2,06/06 23:00,172.2,175.0,140.0,94.08,207.7,5.7,202.0,0,0
Sông Ba Hạ,06/06 23:00,103.74,105.0,101.0,95.0,400.0,0.0,400.0,0,0
Sông Hinh,06/06 23:00,209.0,209.0,196.0,57.97,57.97,0.0,57.97,0,0
A Vương,07/06 23:00,372.88,380.0,340.0,50.2,50.2,0.0,50.2,0,0
Sông Bung 2,07/06 23:00,602.15,605.0,565.0,11.96,26.91,0.0,26.91,0,0
Vĩnh Sơn A,07/06 23:00,774.09,775.0,765.0,9.0,12.5,0.0,12.5,0,0
Sông Bung 4,07/06 23:00,220.18,222.5,205.0,34.11,121.0,0.0,121.0,0,0
Vĩnh Sơn B,07/06 23:00,819.41,826.0,813.6,0.0,0.0,0.0,,0,0
Vĩnh Sơn C,07/06 23:00,978.27,981.0,971.3,3.9,0.0,0.0,,0,0
Sông Tranh 2,07/06 23:00,172.17,175.0,140.0,134.05,190.87,5.7,185.17,0,0
Sông Ba Hạ,07/06 23:00,103.55,105.0,101.0,90.0,327.0,0.0,327.0,0,0
Sông Hinh,07/06 23:00,209.0,209.0,196.0,57.97,57.97,0.0,57.97,0,0
A Vương,08/06 23:00,372.78,380.0,340.0,36.7,36.7,0.0,36.7,0,0
Sông Bung 2,08/06 23:00,601.89,605.0,565.0,10.55,25.5,0.0,25.5,0,0
Vĩnh Sơn A,08/06 23:00,774.12,775.0,765.0,9.0,12.0,0.0,12.0,0,0
Sông Bung 4,08/06 23:00,220.05,222.5,205.0,69.11,156.0,0.0,156.0,0,0
Vĩnh Sơn B,08/06 23:00,819.44,826.0,813.6,2.0,0.0,0.0,,0,0
Vĩnh Sơn C,08/06 23:00,978.29,981.0,971.3,1.0,0.0,0.0,,0,0
Sông Tranh 2,08/06 23:00,171.78,175.0,140.0,67.16,209.27,5.7,203.57,0,0
Sông Ba Hạ,08/06 23:00,103.48,105.0,101.0,79.0,345.0,0.0,345.0,0,0
Sông Hinh,08/06 23:00,209.0,209.0,196.0,57.97,57.97,0.0,57.97,0,0
A Vương,09/06 23:00,372.52,380.0,340.0,31.54,77.0,0.0,77.0,0,0
Sông Bung 2,09/06 23:00,601.56,605.0,565.0,19.05,34.0,0.0,34.0,0,0
Vĩnh Sơn A,09/06 23:00,774.15,775.0,765.0,10.6,13.6,0.0,13.6,0,0
Sông Bung 4,09/06 23:00,219.86,222.5,205.0,75.56,156.0,0.0,156.0,0,0
Vĩnh Sơn B,09/06 23:00,819.46,826.0,813.6,2.0,0.0,0.0,,0,0
Vĩnh Sơn C,09/06 23:00,978.31,981.0,971.3,1.0,0.0,0.0,,0,0
Sông Tranh 2,09/06 23:00,171.38,175.0,140.0,39.32,209.7,5.7,204.0,0,0
Sông Ba Hạ,09/06 23:00,103.44,105.0,101.0,98.0,120.0,0.0,120.0,0,0
Sông Hinh,09/06 23:00,208.96,209.0,196.0,57.97,57.97,0.0,57.97,0,0
A Vương,10/06 23:00,372.18,380.0,340.0,31.54,77.0,0.0,77.0,0,0
Sông Bung 2,10/06 23:00,601.02,605.0,565.0,11.58,34.0,0.0,34.0,0,0
Vĩnh Sơn A,10/06 23:00,774.18,775.0,765.0,10.1,13.6,0.0,13.6,0,0
Sông Bung 4,10/06 23:00,219.5,222.5,205.0,35.33,156.0,0.0,156.0,0,0
Vĩnh Sơn B,10/06 23:00,819.48,826.0,813.6,2.5,0.0,0.0,,0,0
Vĩnh Sơn C,10/06 23:00,978.33,981.0,971.3,1.0,0.0,0.0,,0,0
Sông Tranh 2,10/06 23:00,170.77,175.0,140.0,41.16,211.7,5.7,206.0,0,0
Sông Ba Hạ,10/06 23:00,103.52,105.0,101.0,95.0,0.0,0.0,0.0,0,0
Sông Hinh,10/06 23:00,208.91,209.0,196.0,2.94,57.97,0.0,57.97,0,0
A Vương,11/06 23:00,371.95,380.0,340.0,55.57,78.3,0.0,78.3,0,0
Sông Bung 2,11/06 23:00,600.86,605.0,565.0,9.53,17.0,0.0,17.0,0,0
Vĩnh Sơn A,11/06 23:00,774.2,775.0,765.0,10.1,13.6,0.0,13.6,0,0
Sông Bung 4,11/06 23:00,219.23,222.5,205.0,75.56,156.0,0.0,156.0,0,0
Vĩnh Sơn B,11/06 23:00,819.52,826.0,813.6,2.5,0.0,0.0,,0,0
Vĩnh Sơn C,11/06 23:00,978.35,981.0,971.3,1.0,0.0,0.0,,0,0
Sông Tranh 2,11/06 23:00,170.42,175.0,140.0,69.61,211.7,5.7,206.0,0,0
Sông Ba Hạ,11/06 23:00,103.64,105.0,101.0,290.0,127.0,0.0,127.0,0,0
Sông Hinh,11/06 23:00,208.88,209.0,196.0,57.97,57.97,0.0,57.97,0,0
A Vương,12/06 23:00,371.59,380.0,340.0,32.64,78.1,0.0,78.1,0,0
Sông Bung 2,12/06 23:00,600.86,605.0,565.0,9.53,17.0,0.0,17.0,0,0
Vĩnh Sơn A,12/06 23:00,774.24,775.0,765.0,-2.14,1.36,0.0,1.36,0,0
Sông Bung 4,12/06 23:00,219.22,222.5,205.0,78.0,78.0,0.0,78.0,0,0
Vĩnh Sơn B,12/06 23:00,819.57,826.0,813.6,2.5,0.0,0.0,,0,0
Vĩnh Sơn C,12/06 23:00,978.37,981.0,971.3,1.0,0.0,0.0,,0,0
Sông Tranh 2,12/06 23:00,170.03,175.0,140.0,41.13,211.7,5.7,206.0,0,0
Sông Ba Hạ,12/06 21:00,103.59,105.0,101.0,39.0,154.0,0.0,154.0,0,0
Sông Hinh,12/06 23:00,208.85,209.0,196.0,2.94,57.97,0.0,57.97,0,0
A Vương,13/06 23:00,371.29,380.0,340.0,56.07,78.8,0.0,78.8,0,0
Sông Bung 2,13/06 23:00,600.79,605.0,565.0,17.0,17.0,0.0,17.0,0,0
Vĩnh Sơn A,13/06 23:00,774.16,775.0,765.0,6.35,13.6,0.0,13.6,0,0
Sông Bung 4,13/06 23:00,218.86,222.5,205.0,70.06,150.5,0.0,150.5,0,0
Vĩnh Sơn B,13/06 23:00,819.61,826.0,813.6,2.4,0.0,0.0,,0,0
Vĩnh Sơn C,13/06 23:00,978.4,981.0,971.3,1.1,0.0,0.0,,0,0
Sông Tranh 2,13/06 23:00,169.48,175.0,140.0,60.26,213.7,5.7,208.0,0,0
Sông Ba Hạ,13/06 23:00,103.5,105.0,101.0,78.0,378.0,0.0,378.0,0,0
Sông Hinh,13/06 23:00,208.8,209.0,196.0,57.97,57.97,0.0,57.97,0,0
A Vương,14/06 23:00,371.01,380.0,340.0,33.14,78.6,0.0,78.6,0,0
Sông Bung 2,14/06 23:00,600.7,605.0,565.0,9.53,17.0,0.0,17.0,0,0
Vĩnh Sơn A,14/06 23:00,774.07,775.0,765.0,6.35,13.6,0.0,13.6,0,0
Sông Bung 4,14/06 23:00,218.58,222.5,205.0,75.56,156.0,0.0,156.0,0,0
Vĩnh Sơn B,14/06 23:00,819.66,826.0,813.6,2.4,0.0,0.0,,0,0
Vĩnh Sơn C,14/06 23:00,978.45,981.0,971.3,1.1,0.0,0.0,,0,0
Sông Tranh 2,14/06 23:00,168.97,175.0,140.0,60.24,213.7,5.7,208.0,0,0
Sông Ba Hạ,14/06 23:00,103.3,105.0,101.0,81.0,363.0,0.0,363.0,0,0
Sông Hinh,14/06 23:00,208.74,209.0,196.0,2.94,57.97,0.0,57.97,0,0
A Vương,15/06 23:00,370.68,380.0,340.0,32.84,78.3,0.0,78.3,0,0
Sông Bung 2,15/06 23:00,600.73,605.0,565.0,17.0,17.0,0.0,17.0,0,0
Vĩnh Sơn A,15/06 23:00,774.0,775.0,765.0,6.35,13.6,0.0,13.6,0,0
Sông Bung 4,15/06 23:00,218.12,222.5,205.0,77.56,158.0,0.0,158.0,0,0
Vĩnh Sơn B,15/06 23:00,819.7,826.0,813.6,2.4,0.0,0.0,,0,0
Vĩnh Sơn C,15/06 23:00,978.47,981.0,971.3,1.1,0.0,0.0,,0,0
Sông Tranh 2,15/06 23:00,168.43,175.0,140.0,36.67,215.7,5.7,210.0,0,0
Sông Ba Hạ,15/06 23:00,103.13,105.0,101.0,74.0,362.0,0.0,362.0,0,0
Sông Hinh,15/06 23:00,208.7,209.0,196.0,57.97,57.97,0.0,57.97,0,0
A Vương,16/06 23:00,370.47,380.0,340.0,32.84,78.3,0.0,78.3,0,0
Sông Bung 2,16/06 23:00,600.66,605.0,565.0,9.53,17.0,0.0,17.0,0,0
Vĩnh Sơn A,16/06 23:00,773.91,775.0,765.0,6.52,13.6,0.0,13.6,0,0
Sông Bung 4,16/06 23:00,217.73,222.5,205.0,37.33,158.0,0.0,158.0,0,0
Vĩnh Sơn B,16/06 23:00,819.76,826.0,813.6,2.4,0.0,0.0,,0,0
Vĩnh Sơn C,16/06 23:00,978.49,981.0,971.3,1.1,0.0,0.0,,0,0
Sông Tranh 2,16/06 23:00,167.82,175.0,140.0,91.97,219.7,5.7,214.0,0,0
Sông Ba Hạ,16/06 23:00,103.05,105.0,101.0,70.0,363.0,0.0,363.0,0,0
Sông Hinh,16/06 23:00,208.66,209.0,196.0,57.97,57.97,0.0,57.97,0,0
A Vương,17/06 23:00,370.39,380.0,340.0,32.44,77.9,0.0,77.9,0,0
Sông Bung 2,17/06 23:00,600.63,605.0,565.0,24.47,17.0,0.0,17.0,0,0
Vĩnh Sơn A,17/06 23:00,773.86,775.0,765.0,6.52,13.6,0.0,13.6,0,0
Sông Bung 4,17/06 23:00,217.54,222.5,205.0,77.56,158.0,0.0,158.0,0,0
Vĩnh Sơn B,17/06 23:00,819.79,826.0,813.6,2.4,0.0,0.0,,0,0
Vĩnh Sơn C,17/06 23:00,978.51,981.0,971.3,1.1,0.0,0.0,,0,0
Sông Tranh 2,17/06 23:00,167.43,175.0,140.0,52.88,206.33,5.7,200.63,0,0
Sông Ba Hạ,17/06 23:00,102.95,105.0,101.0,60.0,363.0,0.0,363.0,0,0
Sông Hinh,17/06 23:00,208.62,209.0,196.0,56.4,56.4,0.0,56.4,0,0
A Vương,18/06 23:00,370.17,380.0,340.0,32.34,77.8,0.0,77.8,0,0
Sông Bung 2,18/06 23:00,600.62,605.0,565.0,9.53,17.0,0.0,17.0,0,0
Vĩnh Sơn A,18/06 23:00,773.84,775.0,765.0,10.1,13.6,0.0,13.6,0,0
Sông Bung 4,18/06 23:00,217.22,222.5,205.0,37.33,158.0,0.0,158.0,0,0
Vĩnh Sơn B,18/06 23:00,819.72,826.0,813.6,0.0,0.0,0.0,,0,0
Vĩnh Sơn C,18/06 23:00,978.53,981.0,971.3,1.1,0.0,0.0,,0,0
Sông Tranh 2,18/06 23:00,167.05,175.0,140.0,37.3,216.32,5.7,210.62,0,0
Sông Ba Hạ,18/06 23:00,102.87,105.0,101.0,43.0,181.0,0.0,181.0,0,0
Sông Hinh,18/06 23:00,208.58,209.0,196.0,56.4,56.4,0.0,56.4,0,0
A Vương,19/06 23:00,369.82,380.0,340.0,14.77,77.8,0.0,77.8,0,0
Sông Bung 2,19/06 23:00,600.53,605.0,565.0,2.05,17.0,0.0,17.0,0,0
Vĩnh Sơn A,19/06 23:00,773.85,775.0,765.0,6.52,13.6,0.0,13.6,0,0
Sông Bung 4,19/06 23:00,217.13,222.5,205.0,49.18,89.4,0.0,89.4,0,0
Vĩnh Sơn B,19/06 23:00,819.74,826.0,813.6,2.4,0.0,0.0,,0,0
Vĩnh Sơn C,19/06 23:00,978.54,981.0,971.3,1.1,0.0,0.0,,0,0
