tên hồ,Thời điểm,htl,dbt,hc,Qve,Tqx,Qxt,Qxm,Ncxs,Ncxm
Sông Bung 4,24/02 23:00,221.35,222.5,205,58.56,102,0,102,0,0
Vĩnh Sơn B,24/02 23:00,824.39,826,813.6,0,0,0,,0,0
Vĩnh Sơn C,24/02 23:00,975.9,981,971.3,1.04,0,0,,0,0
Sông Tranh 2,24/02 23:00,173,175,140,70.93,70.94,5.72,65.22,0,0
Sông Ba Hạ,24/02 23:00,104.84,105,101,35,0,0,0,0,0
Sông Hinh,24/02 23:00,208.24,209,196,0,0,0,0,0,0
A Vương,25/02 23:00,377.71,380,340,24.4,0,0,0,0,0
Sông Bung 2,25/02 23:00,602.4,605,565,7.47,0,0,0,0,0
Vĩnh Sơn A,25/02 23:00,773.33,775,765,-1.29,0,0,0,0,0
Sông Bung 4,25/02 23:00,221.46,222.5,205,0,0,0,0,0,0
Vĩnh Sơn B,25/02 23:00,824.38,826,813.6,0,0,0,,0,0
Vĩnh Sơn C,25/02 23:00,975.86,981,971.3,0,0,0,,0,0
Sông Tranh 2,25/02 23:00,173.06,175,140,62.66,5.72,5.72,0,0,0
Sông Ba Hạ,25/02 23:00,104.86,105,101,35,0,0,0,0,0
Sông Hinh,25/02 23:00,208.26,209,196,26.64,26.64,0,26.64,0,0
A Vương,26/02 23:00,377.73,380,340,11.2,11.2,0,11.2,0,0
Sông Bung 2,26/02 23:00,602.44,605,565,7.25,7.25,0,7.25,0,0
Vĩnh Sơn A,26/02 23:00,773.32,775,765,0.87,0.87,0,0.87,0,0
Sông Bung 4,26/02 23:00,221.41,222.5,205,9.2,9.2,0,9.2,0,0
Vĩnh Sơn B,26/02 23:00,824.39,826,813.6,0.53,0,0,,0,0
Vĩnh Sơn C,26/02 23:00,975.87,981,971.3,1.19,0,0,,0,0
Sông Tranh 2,26/02 23:00,173.11,175,140,62.39,5.72,5.72,0,0,0
Sông Ba Hạ,26/02 23:00,104.83,105,101,20,0,0,0,0,0
Sông Hinh,26/02 23:00,208.27,209,196,26.64,26.64,0,26.64,0,0
A Vương,27/02 23:00,377.67,380,340,30.6,55,0,55,0,0
Sông Bung 2,27/02 23:00,602.25,605,565,4.03,18.98,0,18.98,0,0
Vĩnh Sơn A,27/02 23:00,773.33,775,765,0.36,0,0,0,0,0
Sông Bung 4,27/02 23:00,221.45,222.5,205,50,50,0,50,0,0
Vĩnh Sơn B,27/02 23:00,824.4,826,813.6,1.23,0,0,,0,0
Vĩnh Sơn C,27/02 23:00,975.88,981,971.3,0.49,0,0,,0,0
Sông Tranh 2,27/02 23:00,173.19,175,140,105.42,48.47,5.72,42.75,0,0
Sông Ba Hạ,26/02 23:00,104.83,105,101,20,0,0,0,0,0
Sông Hinh,27/02 23:00,208.3,209,196,34.25,34.25,0,34.25,0,0
A Vương,28/02 23:00,377.57,380,340,30.6,55,0,55,0,0
Sông Bung 2,28/02 23:00,602.07,605,565,2.83,2.83,0,2.83,0,0
Vĩnh Sơn A,28/02 23:00,773.36,775,765,0.12,0,0,0,0,0
Sông Bung 4,28/02 23:00,221.4,222.5,205,66.3,66.3,0,66.3,0,0
Vĩnh Sơn B,28/02 23:00,824.4,826,813.6,0.6,0,0,,0,0
Vĩnh Sơn C,28/02 23:00,975.89,981,971.3,0.49,0,0,,0,0
Sông Tranh 2,28/02 23:00,173.23,175,140,26.73,26.73,5.73,21,0,0
Sông Ba Hạ,28/02 23:00,104.78,105,101,65,0,0,0,0,0
Sông Hinh,28/02 23:00,208.36,209,196,55.03,0,0,0,0,0
A Vương,29/02 23:00,377.33,380,340,6.2,55,0,55,0,0
Sông Bung 2,29/02 23:00,601.89,605,565,3.12,3.12,0,3.12,0,0
Vĩnh Sơn A,28/02 23:00,773.36,775,765,0.12,0,0,0,0,0
Sông Bung 4,29/02 23:00,221.27,222.5,205,34.56,78,0,78,0,0
Vĩnh Sơn B,28/02 23:00,824.4,826,813.6,0.6,0,0,,0,0
Vĩnh Sơn C,28/02 23:00,975.89,981,971.3,0.49,0,0,,0,0
Sông Tranh 2,29/02 23:00,173.23,175,140,43.78,100.73,5.73,95,0,0
Sông Ba Hạ,28/02 23:00,104.78,105,101,65,0,0,0,0,0
Sông Hinh,29/02 07:00,208.37,209,196,53.28,53.28,0,53.28,0,0
A Vương,01/03 23:00,377.27,380,340,11.9,36.3,0,36.3,0,0
Sông Bung 2,01/03 23:00,601.67,605,565,1.5,31.39,0,31.39,0,0
Vĩnh Sơn A,01/03 23:00,773.37,775,765,0.17,0.17,0,0.17,0,0
Sông Bung 4,01/03 23:00,221.17,222.5,205,78,78,0,78,0,0
Vĩnh Sơn B,01/03 23:00,824.41,826,813.6,2.47,0,0,,0,0
Vĩnh Sơn C,01/03 23:00,975.91,981,971.3,0,0,0,,0,0
Sông Tranh 2,01/03 23:00,173.21,175,140,43.78,100.73,5.73,95,0,0
Sông Ba Hạ,01/03 23:00,104.64,105,101,20,0,0,0,0,0
Sông Hinh,01/03 23:00,208.39,209,196,49.09,49.09,0,49.09,0,0
A Vương,02/03 23:00,377.18,380,340,13.6,38,0,38,0,0
Sông Bung 2,02/03 23:00,601.49,605,565,3.4,3.4,0,3.4,0,0
Vĩnh Sơn A,02/03 23:00,773.38,775,765,0,0,0,0,0,0
Sông Bung 4,02/03 23:00,221.1,222.5,205,34.56,78,0,78,0,0
Vĩnh Sơn B,02/03 23:00,824.42,826,813.6,0,0,0,,0,0
Vĩnh Sơn C,02/03 23:00,975.92,981,971.3,0,0,0,,0,0
Sông Tranh 2,02/03 23:00,173.25,175,140,44.06,100.73,5.73,95,0,0
Sông Ba Hạ,02/03 23:00,104.65,105,101,20,0,0,0,0,0
Sông Hinh,02/03 23:00,208.41,209,196,53.28,53.28,0,53.28,0,0
A Vương,03/03 23:00,377.07,380,340,13.6,38,0,38,0,0
Sông Bung 2,03/03 23:00,601.36,605,565,2.55,2.55,0,2.55,0,0
Vĩnh Sơn A,03/03 23:00,773.39,775,765,0.36,0,0,0,0,0
Sông Bung 4,03/03 23:00,221.02,222.5,205,34.56,78,0,78,0,0
Vĩnh Sơn B,03/03 23:00,824.43,826,813.6,1.23,0,0,,0,0
Vĩnh Sơn C,03/03 23:00,975.93,981,971.3,0.49,0,0,,0,0
Sông Tranh 2,03/03 23:00,173.25,175,140,44.06,100.73,5.73,95,0,0
Sông Ba Hạ,03/03 23:00,104.64,105,101,35,0,0,0,0,0
Sông Hinh,03/03 23:00,208.39,209,196,46.43,46.43,0,46.43,0,0
A Vương,04/03 23:00,376.99,380,340,13.9,38.3,0,38.3,0,0
Sông Bung 2,04/03 23:00,601.2,605,565,1.98,1.98,0,1.98,0,0
Vĩnh Sơn A,04/03 23:00,773.35,775,765,0.68,4.25,0,4.25,0,0
Sông Bung 4,04/03 23:00,220.88,222.5,205,34.56,78,0,78,0,0
Vĩnh Sơn B,04/03 23:00,824.41,826,813.6,0.03,0,0,,0,0
Vĩnh Sơn C,04/03 23:00,975.94,981,971.3,0.49,0,0,,0,0
Sông Tranh 2,04/03 23:00,173.18,175,140,43.78,100.73,5.73,95,0,0
Sông Ba Hạ,04/03 23:00,104.63,105,101,65,0,0,0,0,0
Sông Hinh,04/03 23:00,208.36,209,196,53.28,53.28,0,53.28,0,0
A Vương,05/03 23:00,376.91,380,340,13.6,38,0,38,0,0
Sông Bung 2,05/03 23:00,601,605,565,4.99,12.46,0,12.46,0,0
Vĩnh Sơn A,05/03 23:00,773.29,775,765,1.94,9.52,0,9.52,0,0
Sông Bung 4,05/03 23:00,220.78,222.5,205,33,33,0,33,0,0
Vĩnh Sơn B,05/03 23:00,824.36,826,813.6,2.5,0,0,,0,0
Vĩnh Sơn C,05/03 23:00,975.95,981,971.3,0,0,0,,0,0
Sông Tranh 2,05/03 23:00,173.09,175,140,43.78,100.72,5.72,95,0,0
Sông Ba Hạ,05/03 23:00,104.58,105,101,25,0,0,0,0,0
Sông Hinh,05/03 23:00,208.32,209,196,-1.75,53.28,0,53.28,0,0
A Vương,06/03 23:00,376.81,380,340,13.6,38,0,38,0,0
Sông Bung 2,06/03 23:00,600.8,605,565,4.71,12.18,0,12.18,0,0
Vĩnh Sơn A,06/03 23:00,773.23,775,765,4.57,8.56,0,8.56,0,0
Sông Bung 4,06/03 23:00,220.77,222.5,205,33.8,33.8,0,33.8,0,0
Vĩnh Sơn B,06/03 23:00,824.3,826,813.6,0,0,0,,0,0
Vĩnh Sơn C,06/03 23:00,975.96,981,971.3,0.49,0,0,,0,0
Sông Tranh 2,06/03 23:00,173.04,175,140,44.05,100.72,5.72,95,0,0
Sông Ba Hạ,06/03 23:00,104.55,105,101,25,0,0,0,0,0
Sông Hinh,06/03 23:00,208.27,209,196,-1.75,53.28,0,53.28,0,0
A Vương,07/03 23:00,376.69,380,340,13.6,38,0,38,0,0
Sông Bung 2,07/03 23:00,600.62,605,565,4.53,4.53,0,4.53,0,0
Vĩnh Sơn A,07/03 23:00,773.17,775,765,0.24,4.23,0,4.23,0,0
Sông Bung 4,07/03 23:00,220.74,222.5,205,43.44,0,0,0,0,0
Vĩnh Sơn B,07/03 23:00,824.25,826,813.6,0,0,0,,0,0
Vĩnh Sơn C,07/03 23:00,975.97,981,971.3,0,0,0,,0,0
Sông Tranh 2,07/03 23:00,172.97,175,140,45.05,101.72,5.72,96,0,0
Sông Ba Hạ,07/03 23:00,104.55,105,101,30,0,0,0,0,0
Sông Hinh,07/03 23:00,208.21,209,196,-1.75,53.28,0,53.28,0,0
A Vương,08/03 23:00,376.64,380,340,28.6,28.6,0,28.6,0,0
Sông Bung 2,08/03 23:00,600.46,605,565,6.23,6.23,0,6.23,0,0
Vĩnh Sơn A,08/03 23:00,773.15,775,765,3.06,2.27,0,2.27,0,0
Sông Bung 4,08/03 23:00,220.77,222.5,205,48.44,5,0,5,0,0
Vĩnh Sơn B,08/03 23:00,824.2,826,813.6,0,0,0,,0,0
Vĩnh Sơn C,08/03 23:00,975.98,981,971.3,0.49,0,0,,0,0
Sông Tranh 2,08/03 23:00,172.9,175,140,12.77,69.72,5.72,64,0,0
Sông Ba Hạ,08/03 23:00,104.53,105,101,28,0,0,0,0,0
Sông Hinh,08/03 23:00,208.17,209,196,26.64,26.64,0,26.64,0,0
A Vương,09/03 23:00,376.57,380,340,13.6,38,0,38,0,0
Sông Bung 2,09/03 23:00,600.28,605,565,4.53,4.53,0,4.53,0,0
Vĩnh Sơn A,09/03 23:00,773.18,775,765,0.22,0,0,0,0,0
Sông Bung 4,09/03 23:00,220.81,222.5,205,48.44,5,0,5,0,0
Vĩnh Sơn B,09/03 23:00,824.2,826,813.6,0.5,0,0,,0,0
Vĩnh Sơn C,09/03 23:00,975.99,981,971.3,0.49,0,0,,0,0
Sông Tranh 2,09/03 23:00,172.87,175,140,4.19,61.14,5.72,55.42,0,0
Sông Ba Hạ,09/03 23:00,104.54,105,101,30,0,0,0,0,0
Sông Hinh,09/03 23:00,208.15,209,196,-28.39,26.64,0,26.64,0,0
A Vương,10/03 23:00,376.51,380,340,13.6,38,0,38,0,0
Sông Bung 2,10/03 23:00,600.12,605,565,3.12,3.12,0,3.12,0,0
Vĩnh Sơn A,10/03 23:00,773.22,775,765,0.19,0.32,0,0.32,0,0
Sông Bung 4,10/03 23:00,220.83,222.5,205,43.44,0,0,0,0,0
Vĩnh Sơn B,10/03 23:00,824.19,826,813.6,0,0,0,,0,0
Vĩnh Sơn C,10/03 23:00,976,981,971.3,0.49,0,0,,0,0
Sông Tranh 2,10/03 23:00,172.84,175,140,20.02,76.96,5.71,71.25,0,0
Sông Ba Hạ,10/03 23:00,104.56,105,101,30,0,0,0,0,0
Sông Hinh,10/03 23:00,208.14,209,196,26.64,26.64,0,26.64,0,0
A Vương,11/03 23:00,376.42,380,340,13.6,38,0,38,0,0
Sông Bung 2,11/03 23:00,599.94,605,565,7.08,7.08,0,7.08,0,0
Vĩnh Sơn A,11/03 23:00,773.25,775,765,0.57,0,0,0,0,0
Sông Bung 4,11/03 23:00,220.81,222.5,205,11.7,11.7,0,11.7,0,0
Vĩnh Sơn B,11/03 23:00,824.19,826,813.6,0.5,0,0,,0,0
Vĩnh Sơn C,11/03 23:00,976.01,981,971.3,0.78,0,0,,0,0
Sông Tranh 2,11/03 23:00,172.77,175,140,43.77,100.71,5.71,95,0,0
Sông Ba Hạ,11/03 23:00,104.51,105,101,25,0,0,0,0,0
Sông Hinh,11/03 23:00,208.12,209,196,-28.39,26.64,0,26.64,0,0
A Vương,12/03 23:00,376.35,380,340,13.6,38,0,38,0,0
Sông Bung 2,12/03 23:00,599.72,605,565,1.98,1.98,0,1.98,0,0
Vĩnh Sơn A,12/03 23:00,773.25,775,765,0.5,1,0,1,0,0
Sông Bung 4,12/03 23:00,220.84,222.5,205,6.7,6.7,0,6.7,0,0
Vĩnh Sơn B,12/03 23:00,824.17,826,813.6,0.5,0,0,,0,0
Vĩnh Sơn C,12/03 23:00,976.02,981,971.3,0,0,0,,0,0
Sông Tranh 2,12/03 23:00,172.7,175,140,43.76,100.71,5.71,95,0,0
Sông Ba Hạ,12/03 23:00,104.48,105,101,25,0,0,0,0,0
Sông Hinh,12/03 23:00,208.1,209,196,37.67,37.67,0,37.67,0,0
A Vương,13/03 23:00,376.25,380,340,13.6,38,0,38,0,0
Sông Bung 2,13/03 23:00,599.47,605,565,0,0,0,0,0,0
Vĩnh Sơn A,13/03 23:00,773.25,775,765,0.14,1.64,0,1.64,0,0
Sông Bung 4,13/03 23:00,220.91,222.5,205,43.44,0,0,0,0,0
Vĩnh Sơn B,13/03 23:00,824.16,826,813.6,0.27,0,0,,0,0
Vĩnh Sơn C,13/03 23:00,976.03,981,971.3,0,0,0,,0,0
Sông Tranh 2,13/03 23:00,172.63,175,140,44.04,100.71,5.71,95,0,0
Sông Ba Hạ,13/03 23:00,104.45,105,101,48,0,0,0,0,0
Sông Hinh,13/03 23:00,208.06,209,196,-1.75,53.28,0,53.28,0,0
A Vương,14/03 23:00,376.1,380,340,13.6,38,0,38,0,0
Sông Bung 2,14/03 23:00,599.25,605,565,4.53,4.53,0,4.53,0,0
Vĩnh Sơn A,14/03 23:00,773.24,775,765,0.24,2.1,0,2.1,0,0
Sông Bung 4,14/03 23:00,220.89,222.5,205,14.5,14.5,0,14.5,0,0
Vĩnh Sơn B,14/03 23:00,824.15,826,813.6,0.27,0,0,,0,0
Vĩnh Sơn C,14/03 23:00,976.04,981,971.3,0,0,0,,0,0
Sông Tranh 2,14/03 23:00,172.56,175,140,44.04,100.7,5.7,95,0,0
Sông Ba Hạ,14/03 23:00,104.4,105,101,28,0,0,0,0,0
Sông Hinh,14/03 23:00,208.02,209,196,53.28,53.28,0,53.28,0,0
A Vương,15/03 23:00,375.98,380,340,13.6,38,0,38,0,0
Sông Bung 2,15/03 23:00,599.14,605,565,9.35,9.35,0,9.35,0,0
Vĩnh Sơn A,15/03 23:00,773.22,775,765,0.16,4.08,0,4.08,0,0
Sông Bung 4,15/03 23:00,220.94,222.5,205,24.5,24.5,0,24.5,0,0
Vĩnh Sơn B,15/03 23:00,824.12,826,813.6,0.73,0,0,,0,0
Vĩnh Sơn C,15/03 23:00,976.05,981,971.3,0.78,0,0,,0,0
Sông Tranh 2,15/03 23:00,172.51,175,140,45.03,101.7,5.7,96,0,0
Sông Ba Hạ,15/03 23:00,104.38,105,101,30,0,0,0,0,0
Sông Hinh,15/03 23:00,207.99,209,196,53.28,53.28,0,53.28,0,0
A Vương,16/03 23:00,375.93,380,340,7.5,31.9,0,31.9,0,0
Sông Bung 2,16/03 23:00,599.25,605,565,6.65,0,0,0,0,0
Vĩnh Sơn A,16/03 23:00,773.21,775,765,0.1,2.66,0,2.66,0,0
Sông Bung 4,16/03 23:00,220.98,222.5,205,57.44,14,0,14,0,0
Vĩnh Sơn B,16/03 23:00,824.1,826,813.6,0,0,0,,0,0
Vĩnh Sơn C,16/03 23:00,976.06,981,971.3,0.78,0,0,,0,0
Sông Tranh 2,16/03 23:00,172.45,175,140,45.33,102,6,96,0,0
Sông Ba Hạ,16/03 23:00,104.36,105,101,38,0,0,0,0,0
Sông Hinh,16/03 23:00,207.95,209,196,2.37,53.28,0,53.28,0,0
A Vương,17/03 23:00,375.86,380,340,12.8,12.8,0,12.8,0,0
Sông Bung 2,17/03 23:00,599.36,605,565,6.65,0,0,0,0,0
Vĩnh Sơn A,17/03 23:00,773.2,775,765,0.24,0.6,0,0.6,0,0
Sông Bung 4,17/03 23:00,220.97,222.5,205,8,8,0,8,0,0
Vĩnh Sơn B,17/03 23:00,824.1,826,813.6,0,0,0,,0,0
Vĩnh Sơn C,17/03 23:00,976.07,981,971.3,0.78,0,0,,0,0
Sông Tranh 2,17/03 23:00,172.38,175,140,11.65,102,6,96,0,0
Sông Ba Hạ,17/03 23:00,104.36,105,101,20,0,0,0,0,0
Sông Hinh,17/03 23:00,207.93,209,196,26.64,26.64,0,26.64,0,0
A Vương,18/03 23:00,375.79,380,340,7.5,31.9,0,31.9,0,0
Sông Bung 2,18/03 23:00,599.31,605,565,0,0,0,0,0,0
Vĩnh Sơn A,18/03 23:00,773.19,775,765,0.09,0.45,0,0.45,0,0
Sông Bung 4,18/03 23:00,220.92,222.5,205,55.44,12,0,12,0,0
Vĩnh Sơn B,18/03 23:00,824.09,826,813.6,0,0,0,,0,0
Vĩnh Sơn C,18/03 23:00,976.08,981,971.3,0.78,0,0,,0,0
Sông Tranh 2,18/03 23:00,172.34,175,140,29.99,29.99,5.99,24,0,0
Sông Ba Hạ,18/03 23:00,104.31,105,101,25,0,0,0,0,0
Sông Hinh,18/03 23:00,207.89,209,196,2.37,53.28,0,53.28,0,0
A Vương,19/03 23:00,375.69,380,340,0,0,0,0,0,0
Sông Bung 2,19/03 23:00,599.13,605,565,6.65,0,0,0,0,0
Vĩnh Sơn A,19/03 23:00,773.21,775,765,0.36,0,0,0,0,0
Sông Bung 4,19/03 23:00,220.87,222.5,205,45.74,2.3,0,2.3,0,0
Vĩnh Sơn B,19/03 23:00,824.08,826,813.6,0,0,0,,0,0
Vĩnh Sơn C,19/03 23:00,976.09,981,971.3,0.78,0,0,,0,0
Sông Tranh 2,19/03 23:00,172.29,175,140,5.05,61.99,5.99,56,0,0
Sông Ba Hạ,19/03 19:00,104.31,105,101,20,0,0,0,0,0
Sông Hinh,19/03 23:00,207.85,209,196,-24.27,26.64,0,26.64,0,0
A Vương,20/03 23:00,375.61,380,340,12.6,37,0,37,0,0
Sông Bung 2,20/03 23:00,599.03,605,565,3.69,17,0,17,0,0
Vĩnh Sơn A,20/03 23:00,773.2,775,765,0.36,0.72,0,0.72,0,0
Sông Bung 4,20/03 23:00,220.83,222.5,205,6.5,6.5,0,6.5,0,0
Vĩnh Sơn B,20/03 23:00,824.07,826,813.6,0,0,0,,0,0
Vĩnh Sơn C,20/03 23:00,976.1,981,971.3,0.78,0,0,,0,0
Sông Tranh 2,20/03 23:00,172.3,175,140,10.7,63.6,6,57.6,0,0
Sông Ba Hạ,20/03 23:00,104.31,105,101,30,0,0,0,0,0
Sông Hinh,20/03 23:00,207.82,209,196,37.29,37.29,0,37.29,0,0
A Vương,21/03 23:00,375.49,380,340,13.6,38,0,38,0,0
Sông Bung 2,21/03 23:00,598.98,605,565,3.69,17,0,17,0,0
Vĩnh Sơn A,21/03 23:00,773.21,775,765,0.36,0,0,0,0,0
Sông Bung 4,21/03 23:00,220.79,222.5,205,6.5,6.5,0,6.5,0,0
Vĩnh Sơn B,21/03 23:00,824.07,826,813.6,0,0,0,,0,0
Vĩnh Sơn C,21/03 23:00,976.11,981,971.3,0.78,0,0,,0,0
Sông Tranh 2,21/03 23:00,172.43,175,140,14,14,6,8,0,0
Sông Ba Hạ,21/03 23:00,104.31,105,101,25,0,0,0,0,0
Sông Hinh,21/03 23:00,207.82,209,196,26.64,26.64,0,26.64,0,0
A Vương,22/03 23:00,375.36,380,340,14.2,38.6,0,38.6,0,0
Sông Bung 2,22/03 23:00,598.91,605,565,6.65,0,0,0,0,0
Vĩnh Sơn A,22/03 23:00,773.19,775,765,0.01,2.04,0,2.04,0,0
Sông Bung 4,22/03 23:00,220.75,222.5,205,20,20,0,20,0,0
Vĩnh Sơn B,22/03 23:00,824.06,826,813.6,0.07,0,0,,0,0
Vĩnh Sơn C,22/03 23:00,976.12,981,971.3,0.78,0,0,,0,0
Sông Tranh 2,22/03 23:00,172.42,175,140,45.05,102,6,96,0,0
Sông Ba Hạ,22/03 23:00,104.28,105,101,28,0,0,0,0,0
Sông Hinh,22/03 23:00,207.79,209,196,-6.38,44.52,0,44.52,0,0
A Vương,23/03 23:00,375.22,380,340,14.2,38.6,0,38.6,0,0
Sông Bung 2,23/03 23:00,598.88,605,565,6.65,0,0,0,0,0
Vĩnh Sơn A,23/03 23:00,773.2,775,765,0.35,1.29,0,1.29,0,0
Sông Bung 4,23/03 23:00,220.69,222.5,205,10,10,0,10,0,0
Vĩnh Sơn B,23/03 23:00,824.05,826,813.6,0.07,0,0,,0,0
Vĩnh Sơn C,23/03 23:00,976.13,981,971.3,0.78,0,0,,0,0
Sông Tranh 2,23/03 23:00,172.33,175,140,45.33,101.99,5.99,96,0,0
Sông Ba Hạ,23/03 23:00,104.25,105,101,35,0,0,0,0,0
Sông Hinh,23/03 23:00,207.76,209,196,40.34,40.34,0,40.34,0,0
A Vương,24/03 23:00,375.21,380,340,24.4,0,0,0,0,0
Sông Bung 2,24/03 23:00,598.76,605,565,0,0,0,0,0,0
Vĩnh Sơn A,24/03 23:00,773.2,775,765,0.09,1.09,0,1.09,0,0
Sông Bung 4,24/03 23:00,220.58,222.5,205,50,50,0,50,0,0
Vĩnh Sơn B,24/03 23:00,824.04,826,813.6,0,0,0,,0,0
Vĩnh Sơn C,24/03 23:00,976.14,981,971.3,0,0,0,,0,0
Sông Tranh 2,24/03 23:00,172.25,175,140,45.99,45.99,5.99,40,0,0
Sông Ba Hạ,24/03 23:00,104.24,105,101,35,0,0,0,0,0
Sông Hinh,24/03 23:00,207.73,209,196,26.64,26.64,0,26.64,0,0
A Vương,25/03 23:00,375.35,380,340,0,0,0,0,0,0
Sông Bung 2,25/03 23:00,598.63,605,565,0,0,0,0,0,0
Vĩnh Sơn A,25/03 23:00,773.17,775,765,0,4.07,0,4.07,0,0
Sông Bung 4,25/03 23:00,220.47,222.5,205,63.11,150,0,150,0,0
Vĩnh Sơn B,25/03 23:00,824.01,826,813.6,0,0,0,,0,0
Vĩnh Sơn C,25/03 23:00,976.15,981,971.3,0,0,0,,0,0
Sông Tranh 2,25/03 23:00,172.15,175,140,45.32,101.99,5.99,96,0,0
Sông Ba Hạ,25/03 23:00,104.18,105,101,40,0,0,0,0,0
Sông Hinh,25/03 23:00,207.69,209,196,-0.68,50.23,0,50.23,0,0
A Vương,26/03 23:00,375.46,380,340,0,0,0,0,0,0
Sông Bung 2,26/03 23:00,598.5,605,565,0,0,0,0,0,0
Vĩnh Sơn A,26/03 23:00,773.17,775,765,0.31,1.81,0,1.81,0,0
Sông Bung 4,26/03 23:00,220.4,222.5,205,34.56,78,0,78,0,0
Vĩnh Sơn B,26/03 23:00,823.99,826,813.6,0,0,0,,0,0
Vĩnh Sơn C,26/03 23:00,976.16,981,971.3,0,0,0,,0,0
Sông Tranh 2,26/03 23:00,172.07,175,140,45.32,101.99,5.99,96,0,0
Sông Ba Hạ,26/03 23:00,104.18,105,101,30,0,0,0,0,0
Sông Hinh,26/03 23:00,207.66,209,196,2.37,53.28,0,53.28,0,0
A Vương,27/03 23:00,375.58,380,340,24.4,0,0,0,0,0
Sông Bung 2,27/03 23:00,598.38,605,565,0,0,0,0,0,0
Vĩnh Sơn A,27/03 23:00,773.15,775,765,0.08,3,0,3,0,0
Sông Bung 4,27/03 23:00,220.22,222.5,205,34.56,78,0,78,0,0
Vĩnh Sơn B,27/03 23:00,823.97,826,813.6,0,0,0,,0,0
Vĩnh Sơn C,27/03 23:00,976.17,981,971.3,0.78,0,0,,0,0
Sông Tranh 2,27/03 23:00,171.98,175,140,43.94,100.88,5.98,94.9,0,0
Sông Ba Hạ,27/03 23:00,104.13,105,101,30,0,0,0,0,0
Sông Hinh,27/03 23:00,207.63,209,196,2.37,53.28,0,53.28,0,0
A Vương,28/03 23:00,375.69,380,340,24.4,0,0,0,0,0
Sông Bung 2,28/03 23:00,598.35,605,565,6.65,0,0,0,0,0
Vĩnh Sơn A,28/03 23:00,773.09,775,765,0.11,5.9,0,5.9,0,0
Sông Bung 4,28/03 23:00,220,222.5,205,34.56,78,0,78,0,0
Vĩnh Sơn B,28/03 23:00,823.93,826,813.6,0.57,0,0,,0,0
Vĩnh Sơn C,28/03 23:00,976.18,981,971.3,0.78,0,0,,0,0
Sông Tranh 2,28/03 23:00,171.87,175,140,41.86,98.81,5.98,92.83,0,0
Sông Ba Hạ,28/03 23:00,104.04,105,101,22,0,0,0,0,0
Sông Hinh,28/03 23:00,207.6,209,196,53.28,53.28,0,53.28,0,0
A Vương,29/03 23:00,375.83,380,340,24.4,0,0,0,0,0
Sông Bung 2,29/03 23:00,598.36,605,565,6.65,0,0,0,0,0
Vĩnh Sơn A,29/03 23:00,773.03,775,765,0.21,6,0,6,0,0
Sông Bung 4,29/03 23:00,219.81,222.5,205,37.78,78,0,78,0,0
Vĩnh Sơn B,29/03 23:00,823.89,826,813.6,0.57,0,0,,0,0
Vĩnh Sơn C,29/03 23:00,976.19,981,971.3,0.78,0,0,,0,0
Sông Tranh 2,29/03 18:00,171.92,175,140,84.37,197.98,5.98,192,0,0
Sông Ba Hạ,29/03 23:00,103.98,105,101,35,0,0,0,0,0
Sông Hinh,29/03 23:00,207.55,209,196,2.37,53.28,0,53.28,0,0
A Vương,30/03 23:00,375.96,380,340,24.4,0,0,0,0,0
Sông Bung 2,30/03 23:00,598.38,605,565,6.65,0,0,0,0,0
Vĩnh Sơn A,30/03 23:00,773.02,775,765,0.06,3.42,0,3.42,0,0
Sông Bung 4,30/03 23:00,219.65,222.5,205,37.78,78,0,78,0,0
Vĩnh Sơn B,30/03 23:00,823.86,826,813.6,0.71,0,0,,0,0
Vĩnh Sơn C,30/03 23:00,976.2,981,971.3,0,0,0,,0,0
Sông Tranh 2,30/03 23:00,171.76,175,140,64.77,121.44,5.97,115.47,0,0
Sông Ba Hạ,30/03 23:00,104,105,101,20,0,0,0,0,0
Sông Hinh,30/03 23:00,207.51,209,196,53.28,53.28,0,53.28,0,0
A Vương,31/03 21:00,376.07,380,340,24.4,0,0,0,0,0
Sông Bung 2,31/03 22:00,598.32,605,565,0,0,0,0,0,0
Vĩnh Sơn A,31/03 23:00,773.02,775,765,0.38,1.38,0,1.38,0,0
Sông Bung 4,31/03 22:00,219.62,222.5,205,37.78,78,0,78,0,0
Vĩnh Sơn B,31/03 23:00,823.85,826,813.6,0,0,0,,0,0
Vĩnh Sơn C,31/03 23:00,976.21,981,971.3,0,0,0,,0,0
Sông Tranh 2,31/03 23:00,171.78,175,140,62.92,5.97,5.97,0,0,0
Sông Ba Hạ,31/03 23:00,104,105,101,25,0,0,0,0,0
Sông Hinh,31/03 23:00,207.47,209,196,-24.27,26.64,0,26.64,0,0
A Vương,01/04 23:00,376.06,380,340,13.6,38,0,38,0,0
Sông Bung 2,01/04 23:00,598.17,605,565,6.65,0,0,0,0,0
Vĩnh Sơn A,01/04 23:00,772.97,775,765,0.03,4.74,0,4.74,0,0
Sông Bung 4,01/04 23:00,219.6,222.5,205,58.22,18,0,18,0,0
Vĩnh Sơn B,01/04 23:00,823.82,826,813.6,0,0,0,,0,0
Vĩnh Sơn C,01/04 23:00,976.22,981,971.3,0,0,0,,0,0
Sông Tranh 2,01/04 23:00,171.67,175,140,21.01,191.57,5.97,185.6,0,0
