tên hồ,Thời điểm,htl,dbt,hc,Qve,Tqx,Qxt,Qxm,Ncxs,Ncxm
Pleikrông,26/02 23:00,568.52,570,537,62,202,0,202,0,0
Ialy,26/02 23:00,501.67,515,490,230,370,0,370,0,0
Sê San 3,26/02 23:00,303.93,304.5,303.2,375,380,0,380,0,0
Sê San 3A,26/02 23:00,238.73,239,238.5,412,537,0,537,0,0
Sê San 4,26/02 23:00,214.52,215,210,514,220,0,220,0,0
Kanak,26/02 23:00,511.13,515,485,4.97,7.2,0,7.2,0,0
An Khê,26/02 23:00,427.83,429,427,16.02,14.55,4,10.55,0,1
Srêpốk 3,26/02 23:00,268.78,272,268,19,96.67,0.67,96,2,0
Buôn Kuốp,26/02 23:00,410.28,412,409,42,69,0,69,0,0
Buôn Tua Srah,26/02 23:00,482.5,487.5,465,22,92,0,92,0,0
Đồng Nai 3,26/02 23:00,587.29,590,570,14.56,0,0,0,0,0
Đồng Nai 4,26/02 23:00,475.1,476,474,8.63,43,2.5,40.5,0,0
Đơn Dương,26/02 23:00,1039.69,1042,1018,14.37,11.63,0,11.63,0,0
Đại Ninh,26/02 23:00,876.7,880,860,4,27.7,0.7,27,0,0
Hàm Thuận,26/02 23:00,600.67,605,575,4.97,51.9,2.9,49,0,0
Đa Mi,26/02 23:00,323.07,325,323,49.42,68.86,0,68.86,0,0
Thượng Kon Tum,27/02 23:00,1159.39,1160,1138,7.16,0,0,0,0,0
Pleikrông,27/02 23:00,568.4,570,537,43,204,0,204,0,0
Ialy,27/02 23:00,501.6,515,490,261,290,0,290,0,0
Sê San 3,27/02 23:00,304.4,304.5,303.2,295,243,0,243,0,0
Sê San 3A,27/02 23:00,238.83,239,238.5,210,282,0,282,0,0
Sê San 4,27/02 23:00,214.52,215,210,362,215,0,215,0,0
Kanak,27/02 23:00,511.15,515,485,4.51,4.53,0,4.53,0,0
An Khê,27/02 23:00,427.7,429,427,13.8,13.8,4,9.8,0,1
Srêpốk 3,27/02 23:00,268.77,272,268,28,150.67,0.67,150,2,0
Buôn Kuốp,27/02 23:00,410.61,412,409,47,101,0,101,0,0
Buôn Tua Srah,27/02 23:00,482.41,487.5,465,16,92,0,92,0,0
Đồng Nai 3,27/02 23:00,587.25,590,570,118.2,118.2,0,118.2,0,0
Đồng Nai 4,27/02 23:00,475.18,476,474,144.22,109.82,2.5,107.32,0,0
Đơn Dương,27/02 23:00,1039.7,1042,1018,17,26.52,0,26.52,0,0
Đại Ninh,27/02 23:00,876.61,880,860,4,52.7,0.7,52,0,0
Hàm Thuận,27/02 23:00,600.55,605,575,3.82,84.27,2.9,81.37,0,0
Đa Mi,27/02 23:00,323.22,325,323,81.58,59.08,0,59.08,0,0
Thượng Kon Tum,28/02 23:00,1159.4,1160,1138,9.11,0,0,0,0,0
Pleikrông,28/02 23:00,568.28,570,537,29,204,0,204,0,0
Ialy,28/02 23:00,501.57,515,490,234,297,0,297,0,0
Sê San 3,28/02 23:00,304.33,304.5,303.2,300,310,0,310,0,0
Sê San 3A,28/02 23:00,238.74,239,238.5,305,286,0,286,0,0
Sê San 4,28/02 23:00,214.52,215,210,220,220,0,220,0,0
Kanak,28/02 23:00,511.16,515,485,5.61,8.5,0,8.5,0,0
An Khê,28/02 23:00,427.69,429,427,14.22,4,4,0,0,1
Srêpốk 3,28/02 23:00,268.76,272,268,11,150.67,0.67,150,2,0
Buôn Kuốp,28/02 23:00,410.38,412,409,46,101,0,101,0,0
Buôn Tua Srah,28/02 23:00,482.31,487.5,465,6,93,0,93,0,0
Đồng Nai 3,28/02 23:00,587.21,590,570,79.98,167.32,0,167.32,0,0
Đồng Nai 4,28/02 23:00,475.26,476,474,180.74,20.33,2.5,17.83,0,0
Đơn Dương,28/02 23:00,1039.51,1042,1018,3.02,27.26,0,27.26,0,0
Đại Ninh,28/02 23:00,876.52,880,860,2,54.7,0.7,54,0,0
Hàm Thuận,28/02 23:00,600.43,605,575,9.2,96.36,2.9,93.46,0,0
Đa Mi,28/02 23:00,323.35,325,323,94.32,59.04,0,59.04,0,0
Thượng Kon Tum,29/02 07:00,1159.4,1160,1138,6.5,0,0,0,0,0
Pleikrông,29/02 23:00,568.17,570,537,72,142,0,142,0,0
Ialy,29/02 21:00,501.48,515,490,230,339,0,339,0,0
Sê San 3,29/02 21:00,303.85,304.5,303.2,342,415,0,415,0,0
Sê San 3A,29/02 21:00,238.9,239,238.5,444,558,0,558,0,0
Sê San 4,29/02 21:00,214.53,215,210,564,270,0,270,0,0
Kanak,29/02 21:00,511.14,515,485,,8.5,0,8.5,0,0
An Khê,29/02 21:00,427.75,429,427,12.35,8,8,0,0,1
Srêpốk 3,29/02 23:00,268.65,272,268,10,135.67,0.67,135,2,0
Buôn Kuốp,29/02 23:00,410.4,412,409,61,101,0,101,0,0
Buôn Tua Srah,29/02 23:00,482.21,487.5,465,20,93,0,93,0,0
Đồng Nai 3,29/02 21:00,587.17,590,570,49.43,180.44,0,180.44,0,0
Đồng Nai 4,29/02 23:00,475.4,476,474,181.8,113.05,2.5,110.55,0,0
Đơn Dương,29/02 21:00,1039.4,1042,1018,22.41,29.48,0,29.48,0,0
Đại Ninh,29/02 23:00,876.4,880,860,2,54.7,0.7,54,0,0
Hàm Thuận,29/02 21:00,600.31,605,575,11.2,125.18,2.9,122.28,0,0
Đa Mi,29/02 21:00,323.49,325,323,122.29,60.9,0,60.9,0,0
Thượng Kon Tum,01/03 23:00,1159.41,1160,1138,6.92,0,0,0,0,0
Pleikrông,01/03 23:00,568.08,570,537,25,145,0,145,0,0
Ialy,01/03 23:00,501.31,515,490,176,321,0,321,0,0
Sê San 3,01/03 23:00,303.6,304.5,303.2,323,300,0,300,0,0
Sê San 3A,01/03 23:00,238.68,239,238.5,324,249,0,249,0,0
Sê San 4,01/03 23:00,214.57,215,210,273,200,0,200,0,0
Kanak,01/03 23:00,511.08,515,485,5.25,20.02,0,20.02,0,0
An Khê,01/03 23:00,427.82,429,427,3.71,4,4,0,0,1
Srêpốk 3,01/03 23:00,268.52,272,268,23,133.66,0.66,133,2,0
Buôn Kuốp,01/03 23:00,410.5,412,409,62,75,0,75,0,0
Buôn Tua Srah,01/03 23:00,482.08,487.5,465,2,93,0,93,0,0
Đồng Nai 3,01/03 23:00,587.12,590,570,65.08,123.3,0,123.3,0,0
Đồng Nai 4,01/03 23:00,475.49,476,474,167.66,179.12,2.5,176.62,0,0
Đơn Dương,01/03 23:00,1039.31,1042,1018,8.82,8.53,0,8.53,0,0
Đại Ninh,01/03 23:00,876.32,880,860,6,15.7,0.7,15,0,0
Hàm Thuận,01/03 23:00,600.16,605,575,10.63,50.86,2.9,47.96,0,0
Đa Mi,01/03 23:00,323.5,325,323,49.62,59.34,0,59.34,0,0
Thượng Kon Tum,02/03 23:00,1159.41,1160,1138,7.02,0,0,0,0,0
Pleikrông,02/03 23:00,568,570,537,66,206,0,206,0,0
Ialy,02/03 23:00,501.17,515,490,249,321,0,321,0,0
Sê San 3,02/03 23:00,303.52,304.5,303.2,326,401,0,401,0,0
Sê San 3A,02/03 23:00,238.69,239,238.5,402,272,0,272,0,0
Sê San 4,02/03 23:00,214.52,215,210,347,200,0,200,0,0
Kanak,02/03 23:00,511.05,515,485,4.96,23,0,23,0,0
An Khê,02/03 23:00,427.75,429,427,26.55,25,4,21,0,1
Srêpốk 3,02/03 23:00,268.46,272,268,15,202.66,0.66,202,2,0
Buôn Kuốp,02/03 23:00,411.09,412,409,57,101,0,101,0,0
Buôn Tua Srah,02/03 23:00,481.98,487.5,465,2,93,0,93,0,0
Đồng Nai 3,02/03 23:00,587.07,590,570,78.7,180.6,0,180.6,0,0
Đồng Nai 4,02/03 23:00,475.5,476,474,182.4,205.32,2.5,202.82,0,0
Đơn Dương,02/03 23:00,1039.34,1042,1018,24.44,26.6,0,26.6,0,0
Đại Ninh,02/03 23:00,876.25,880,860,2,54.7,0.7,54,0,0
Hàm Thuận,02/03 23:00,600.05,605,575,3.56,84.01,2.9,81.11,0,0
Đa Mi,02/03 23:00,323.7,325,323,81.61,60.5,0,60.5,0,0
Thượng Kon Tum,03/03 23:00,1159.42,1160,1138,6.6,0,0,0,0,0
Pleikrông,03/03 23:00,567.82,570,537,30,205,0,205,0,0
Ialy,03/03 23:00,501.13,515,490,230,362,0,362,0,0
Sê San 3,03/03 23:00,303.5,304.5,303.2,365,343,0,343,0,0
Sê San 3A,03/03 23:00,238.74,239,238.5,334,273,0,273,0,0
Sê San 4,03/03 23:00,214.52,215,210,293,440,0,440,0,0
Kanak,03/03 23:00,510.94,515,485,4.23,23,0,23,0,0
An Khê,03/03 23:00,428.1,429,427,26.72,4,4,0,0,1
Srêpốk 3,03/03 23:00,268.28,272,268,143,200.65,0.65,200,2,0
Buôn Kuốp,03/03 23:00,411.2,412,409,43,101,0,101,0,0
Buôn Tua Srah,03/03 23:00,481.85,487.5,465,2,93,0,93,0,0
Đồng Nai 3,03/03 23:00,587.05,590,570,75.74,90.3,0,90.3,0,0
Đồng Nai 4,03/03 23:00,475.56,476,474,98.9,98.9,2.5,96.4,0,0
Đơn Dương,03/03 23:00,1039.24,1042,1018,0.59,27.28,0,27.28,0,0
Đại Ninh,03/03 23:00,876.14,880,860,2,54.7,0.7,54,0,0
Hàm Thuận,03/03 23:00,600.01,605,575,2.5,56.14,2.9,53.24,0,0
Đa Mi,03/03 23:00,323.6,325,323,54.26,60.65,0,60.65,0,0
Thượng Kon Tum,04/03 23:00,1159.32,1160,1138,9.14,20.83,0,20.83,0,0
Pleikrông,04/03 23:00,567.68,570,537,31,206,0,206,0,0
Ialy,04/03 23:00,500.97,515,490,252,335,0,335,0,0
Sê San 3,04/03 23:00,304.11,304.5,303.2,339,420,0,420,0,0
Sê San 3A,04/03 23:00,238.95,239,238.5,426,282,0,282,0,0
Sê San 4,04/03 23:00,214.5,215,210,357,210,0,210,0,0
Kanak,04/03 23:00,510.82,515,485,4.43,23,0,23,0,0
An Khê,04/03 21:00,428.36,429,427,26.34,45.62,4,41.62,0,1
Srêpốk 3,04/03 23:00,268.22,272,268,11,133.65,0.65,133,2,0
Buôn Kuốp,04/03 23:00,411.4,412,409,42,100,0,100,0,0
Buôn Tua Srah,04/03 23:00,481.71,487.5,465,20,94,0,94,0,0
Đồng Nai 3,04/03 23:00,587,590,570,78.71,180.6,0,180.6,0,0
Đồng Nai 4,04/03 23:00,475.61,476,474,184.94,207.9,2.5,205.4,0,0
Đơn Dương,04/03 23:00,1039.19,1042,1018,12.12,26.55,0,26.55,0,0
Đại Ninh,04/03 23:00,876.01,880,860,2,54.7,0.7,54,0,0
Hàm Thuận,04/03 23:00,599.87,605,575,11.49,120.78,2.9,117.88,0,0
Đa Mi,04/03 23:00,323.64,325,323,118.26,60.2,0,60.2,0,0
Thượng Kon Tum,05/03 23:00,1159.14,1160,1138,6.52,27.78,0,27.78,0,0
Pleikrông,05/03 23:00,567.51,570,537,31,206,0,206,0,0
Ialy,05/03 23:00,500.82,515,490,237,343,0,343,0,0
Sê San 3,05/03 23:00,304.04,304.5,303.2,346,386,0,386,0,0
Sê San 3A,05/03 23:00,239,239,238.5,490,282,0,282,0,0
Sê San 4,05/03 23:00,214.48,215,210,249,440,0,440,0,0
Kanak,05/03 23:00,510.7,515,485,4.32,23,0,23,0,0
An Khê,05/03 23:00,428.48,429,427,26.49,40.6,4,36.6,0,1
Srêpốk 3,05/03 23:00,268.2,272,268,27,197.65,0.65,197,2,0
Buôn Kuốp,05/03 23:00,410.9,412,409,47,101,0,101,0,0
Buôn Tua Srah,05/03 23:00,481.61,487.5,465,22,94,0,94,0,0
Đồng Nai 3,05/03 23:00,586.93,590,570,122.54,180.76,0,180.76,0,0
Đồng Nai 4,05/03 23:00,475.52,476,474,176.4,201.1,2.5,198.6,0,0
Đơn Dương,05/03 23:00,1039.1,1042,1018,17.02,26.54,0,26.54,0,0
Đại Ninh,05/03 23:00,875.89,880,860,2,54.7,0.7,54,0,0
Hàm Thuận,05/03 23:00,599.74,605,575,8.19,129.62,2.9,126.72,0,0
Đa Mi,05/03 23:00,323.58,325,323,127.45,59.67,0,59.67,0,0
Thượng Kon Tum,06/03 23:00,1158.91,1160,1138,6.6,27.78,0,27.78,0,0
Pleikrông,06/03 23:00,567.38,570,537,48,206,0,206,0,0
Ialy,06/03 23:00,500.76,515,490,235,136,0,136,0,0
Sê San 3,06/03 23:00,303.9,304.5,303.2,140,100,0,100,0,0
Sê San 3A,06/03 23:00,239,239,238.5,265,265,0,265,0,0
Sê San 4,06/03 23:00,214.48,215,210,293,440,0,440,0,0
Kanak,06/03 23:00,510.64,515,485,5.53,23,0,23,0,0
An Khê,06/03 23:00,428.29,429,427,27.15,45.15,4,41.15,0,1
Srêpốk 3,06/03 23:00,268.12,272,268,19,141.65,0.65,141,2,0
Buôn Kuốp,06/03 23:00,410.8,412,409,34,101,0,101,0,0
Buôn Tua Srah,06/03 23:00,481.5,487.5,465,38,94,0,94,0,0
Đồng Nai 3,06/03 23:00,586.85,590,570,122.7,180.92,0,180.92,0,0
Đồng Nai 4,06/03 23:00,475.51,476,474,181.12,204.04,2.5,201.54,0,0
Đơn Dương,06/03 23:00,1039.93,1042,1018,2.94,26.59,0,26.59,0,0
Đại Ninh,06/03 23:00,875.71,880,860,2,54.7,0.7,54,0,0
Hàm Thuận,06/03 23:00,599.6,605,575,11.42,126.78,2.9,123.88,0,0
Đa Mi,06/03 23:00,323.68,325,323,124.02,59.3,0,59.3,0,0
Thượng Kon Tum,07/03 23:00,1158.65,1160,1138,7.05,27.78,0,27.78,0,0
Pleikrông,07/03 23:00,567.24,570,537,19,208,0,208,0,0
Ialy,07/03 23:00,500.7,515,490,253,359,0,359,0,0
Sê San 3,07/03 23:00,304,304.5,303.2,362,314,0,314,0,0
Sê San 3A,07/03 23:00,238.53,239,238.5,245,245,0,245,0,0
Sê San 4,07/03 23:00,214.51,215,210,220,220,0,220,0,0
Kanak,07/03 23:00,510.52,515,485,5.02,23,0,23,0,0
An Khê,07/03 23:00,428.33,429,427,26.54,40.15,4,36.15,0,1
Srêpốk 3,07/03 23:00,268.21,272,268,27,133.65,0.65,133,2,0
Buôn Kuốp,07/03 23:00,410.62,412,409,41,155,0,155,0,0
Buôn Tua Srah,07/03 23:00,481.39,487.5,465,14,94,0,94,0,0
Đồng Nai 3,07/03 23:00,586.76,590,570,93.74,181.08,0,181.08,0,0
Đồng Nai 4,07/03 23:00,475.42,476,474,183.6,206.6,2.5,204.1,0,0
Đơn Dương,07/03 23:00,1038.81,1042,1018,12.58,26.66,0,26.66,0,0
Đại Ninh,07/03 23:00,875.5,880,860,0,54.7,0.7,54,0,0
Hàm Thuận,07/03 23:00,599.47,605,575,9.08,124.44,2.9,121.54,0,0
Đa Mi,07/03 23:00,323.68,325,323,121.98,58.92,0,58.92,0,0
Thượng Kon Tum,08/03 23:00,1158.34,1160,1138,6.54,0,0,0,0,0
Pleikrông,08/03 23:00,567.07,570,537,19,208,0,208,0,0
Ialy,08/03 23:00,500.68,515,490,233,251,0,251,0,0
Sê San 3,08/03 23:00,304.39,304.5,303.2,254,390,0,390,0,0
Sê San 3A,08/03 23:00,238.7,239,238.5,362,282,0,282,0,0
Sê San 4,08/03 23:00,214.51,215,210,367,220,0,220,0,0
Kanak,08/03 23:00,510.44,515,485,5.12,3.4,0,3.4,0,0
An Khê,08/03 23:00,428.27,429,427,13.68,25,4,21,0,1
Srêpốk 3,08/03 23:00,268.46,272,268,23,26.66,0.66,26,2,0
Buôn Kuốp,08/03 23:00,410.65,412,409,46,100,0,100,0,0
Buôn Tua Srah,08/03 23:00,481.25,487.5,465,14,94,0,94,0,0
Đồng Nai 3,08/03 23:00,586.75,590,570,30.25,59.36,0,59.36,0,0
Đồng Nai 4,08/03 23:00,475.44,476,474,122.83,65.54,2.5,63.04,0,0
Đơn Dương,08/03 23:00,1038.73,1042,1018,17.29,26.58,0,26.58,0,0
Đại Ninh,08/03 23:00,875.34,880,860,2,54.7,0.7,54,0,0
Hàm Thuận,08/03 23:00,599.36,605,575,14.83,63.4,2.9,60.5,0,0
Đa Mi,08/03 23:00,323.69,325,323,61.54,43.76,0,43.76,0,0
Thượng Kon Tum,09/03 23:00,1158.3,1160,1138,5.45,0,0,0,0,0
Pleikrông,09/03 23:00,566.89,570,537,40,210,0,210,0,0
Ialy,09/03 23:00,500.7,515,490,246,211,0,211,0,0
Sê San 3,09/03 23:00,304.01,304.5,303.2,215,200,0,200,0,0
Sê San 3A,09/03 23:00,238.66,239,238.5,251,235,0,235,0,0
Sê San 4,09/03 23:00,214.51,215,210,279,220,0,220,0,0
Kanak,09/03 23:00,510.46,515,485,5.69,0,0,0,0,0
An Khê,09/03 23:00,428.24,429,427,3.09,4,4,0,0,1
Srêpốk 3,09/03 23:00,268.67,272,268,5,0.67,0.67,0,2,0
Buôn Kuốp,09/03 23:00,410.93,412,409,33,100,0,100,0,0
Buôn Tua Srah,09/03 23:00,481.11,487.5,465,2,94,0,94,0,0
Đồng Nai 3,09/03 23:00,586.71,590,570,108.3,181.08,0,181.08,0,0
Đồng Nai 4,09/03 23:00,475.49,476,474,193.86,205.32,2.5,202.82,0,0
Đơn Dương,09/03 23:00,1038.69,1042,1018,24.44,26.55,0,26.55,0,0
Đại Ninh,09/03 23:00,875.26,880,860,2,54.7,0.7,54,0,0
Hàm Thuận,09/03 23:00,599.25,605,575,9.93,125.29,2.9,122.39,0,0
Đa Mi,09/03 23:00,323.74,325,323,122.57,59.79,0,59.79,0,0
Thượng Kon Tum,10/03 23:00,1158.26,1160,1138,5.41,0,0,0,0,0
Pleikrông,10/03 23:00,566.74,570,537,31,63,0,63,0,0
Ialy,10/03 23:00,500.7,515,490,102,207,0,207,0,0
Sê San 3,10/03 23:00,303.9,304.5,303.2,210,100,0,100,0,0
Sê San 3A,10/03 23:00,238.51,239,238.5,225,232,0,232,0,0
Sê San 4,10/03 23:00,214.5,215,210,283,210,0,210,0,0
Kanak,10/03 23:00,510.46,515,485,4.21,11.5,0,11.5,0,0
An Khê,10/03 23:00,428.18,429,427,3.97,4,4,0,0,1
Srêpốk 3,10/03 23:00,268.93,272,268,107,0.68,0.68,0,2,0
Buôn Kuốp,10/03 23:00,410.86,412,409,46,100,0,100,0,0
Buôn Tua Srah,10/03 23:00,480.99,487.5,465,2,95,0,95,0,0
Đồng Nai 3,10/03 23:00,586.65,590,570,53.34,67.9,0,67.9,0,0
Đồng Nai 4,10/03 23:00,475.5,476,474,26.16,26.16,2.5,23.66,0,0
Đơn Dương,10/03 23:00,1038.64,1042,1018,2.42,21.28,0,21.28,0,0
Đại Ninh,10/03 23:00,875.18,880,860,2,54.7,0.7,54,0,0
Hàm Thuận,10/03 23:00,599.11,605,575,10.91,126.27,2.9,123.37,0,0
Đa Mi,10/03 23:00,324.1,325,323,123.82,56.04,0,56.04,0,0
Thượng Kon Tum,11/03 23:00,1158.12,1160,1138,5.58,26.1,0,26.1,0,0
Pleikrông,11/03 23:00,566.69,570,537,21,210,0,210,0,0
Ialy,11/03 23:00,500.56,515,490,234,265,0,265,0,0
Sê San 3,11/03 23:00,303.93,304.5,303.2,268,266,0,266,0,0
Sê San 3A,11/03 23:00,238.53,239,238.5,207,190,0,190,0,0
Sê San 4,11/03 23:00,214.45,215,210,190,190,0,190,0,0
Kanak,11/03 23:00,510.49,515,485,4.07,0,0,0,0,0
An Khê,11/03 23:00,428.13,429,427,8.22,4,4,0,0,1
Srêpốk 3,11/03 23:00,269.36,272,268,9,0.69,0.69,0,2,0
Buôn Kuốp,11/03 23:00,410.78,412,409,33,100,0,100,0,0
Buôn Tua Srah,11/03 23:00,480.82,487.5,465,6,95,0,95,0,0
Đồng Nai 3,11/03 23:00,586.61,590,570,108.46,181.24,0,181.24,0,0
Đồng Nai 4,11/03 23:00,475.54,476,474,182.6,137.1,2.5,134.6,0,0
Đơn Dương,11/03 23:00,1038.55,1042,1018,12.16,28.63,0,28.63,0,0
Đại Ninh,11/03 23:00,875.09,880,860,0,27.7,0.7,27,0,0
Hàm Thuận,11/03 23:00,598.96,605,575,10.34,125.7,2.9,122.8,0,0
Đa Mi,11/03 23:00,324.27,325,323,122.8,58.03,0,58.03,0,0
Thượng Kon Tum,12/03 23:00,1157.73,1160,1138,5.43,27.78,0,27.78,0,0
Pleikrông,12/03 23:00,566.53,570,537,35,180,0,180,0,0
Ialy,12/03 23:00,500.5,515,490,243,347,0,347,0,0
Sê San 3,12/03 23:00,304.26,304.5,303.2,353,272,0,272,0,0
Sê San 3A,12/03 23:00,238.7,239,238.5,310,282,0,282,0,0
Sê San 4,12/03 23:00,214.46,215,210,200,200,0,200,0,0
Kanak,12/03 23:00,510.5,515,485,4.57,0,0,0,0,0
An Khê,12/03 23:00,428.01,429,427,5.47,4,4,0,0,1
Srêpốk 3,12/03 23:00,269.54,272,268,25,0.7,0.7,0,2,0
Buôn Kuốp,12/03 23:00,411.08,412,409,47,105,0,105,0,0
Buôn Tua Srah,12/03 23:00,480.71,487.5,465,18,95,0,95,0,0
Đồng Nai 3,12/03 23:00,586.58,590,570,123.2,181.4,0,181.4,0,0
Đồng Nai 4,12/03 23:00,475.1,476,474,189.48,200.93,2.5,198.43,0,0
Đơn Dương,12/03 23:00,1038.48,1042,1018,12.51,26.59,0,26.59,0,0
Đại Ninh,12/03 23:00,875,880,860,4,18.7,0.7,18,0,0
Hàm Thuận,12/03 23:00,598.84,605,575,25.24,122.39,2.9,119.49,0,0
Đa Mi,12/03 23:00,324.27,325,323,119.5,55.4,0,55.4,0,0
Thượng Kon Tum,13/03 23:00,1157.35,1160,1138,5.34,26.34,0,26.34,0,0
Pleikrông,13/03 23:00,566.36,570,537,52,210,0,210,0,0
Ialy,13/03 23:00,500.35,515,490,226,295,0,295,0,0
Sê San 3,13/03 23:00,304.27,304.5,303.2,298,313,0,313,0,0
Sê San 3A,13/03 23:00,238.98,239,238.5,265,265,0,265,0,0
Sê San 4,13/03 23:00,214.43,215,210,210,210,0,210,0,0
Kanak,13/03 23:00,510.49,515,485,4.54,23.5,0,23.5,0,0
An Khê,13/03 23:00,427.83,429,427,26.78,25,4,21,0,1
Srêpốk 3,13/03 23:00,269.78,272,268,8,0.7,0.7,0,2,0
Buôn Kuốp,13/03 23:00,410.94,412,409,51,105,0,105,0,0
Buôn Tua Srah,13/03 23:00,480.59,487.5,465,2,95,0,95,0,0
Đồng Nai 3,13/03 23:00,586.52,590,570,50.4,181.4,0,181.4,0,0
Đồng Nai 4,13/03 23:00,475.55,476,474,185.11,173.65,2.5,171.15,0,0
Đơn Dương,13/03 23:00,1038.31,1042,1018,0.85,26.9,0,26.9,0,0
Đại Ninh,13/03 23:00,874.89,880,860,4,27.7,0.7,27,0,0
Hàm Thuận,13/03 23:00,598.7,605,575,10.67,126.03,2.9,123.13,0,0
Đa Mi,13/03 23:00,324.21,325,323,124.23,61.17,0,61.17,0,0
Thượng Kon Tum,14/03 23:00,1157.11,1160,1138,5.11,27.78,0,27.78,0,0
Pleikrông,14/03 23:00,566.19,570,537,23,212,0,212,0,0
Ialy,14/03 23:00,500.29,515,490,260,157,0,157,0,0
Sê San 3,14/03 23:00,304.24,304.5,303.2,160,220,0,220,0,0
Sê San 3A,14/03 23:00,239,239,238.5,334,282,0,282,0,0
Sê San 4,14/03 23:00,214.42,215,210,235,220,0,220,0,0
Kanak,14/03 23:00,510.43,515,485,4.74,23,0,23,0,0
An Khê,14/03 23:00,427.91,429,427,27.14,11.7,4,7.7,0,1
Srêpốk 3,14/03 23:00,269.98,272,268,15,16.71,0.71,16,2,0
Buôn Kuốp,14/03 23:00,410.94,412,409,39,106,0,106,0,0
Buôn Tua Srah,14/03 23:00,480.45,487.5,465,2,96,0,96,0,0
Đồng Nai 3,14/03 23:00,586.49,590,570,108.76,181.54,0,181.54,0,0
Đồng Nai 4,14/03 23:00,475.43,476,474,181.59,204.51,2.5,202.01,0,0
Đơn Dương,14/03 23:00,1038.19,1042,1018,12.59,26.67,0,26.67,0,0
Đại Ninh,14/03 23:00,874.8,880,860,8,27.7,0.7,27,0,0
Hàm Thuận,14/03 23:00,598.56,605,575,11.51,126.82,2.9,123.92,0,0
Đa Mi,14/03 23:00,324.23,325,323,124.16,74.16,0,74.16,0,0
Thượng Kon Tum,15/03 23:00,1156.78,1160,1138,5.43,27.78,0,27.78,0,0
Pleikrông,15/03 23:00,566.07,570,537,23,212,0,212,0,0
Ialy,15/03 23:00,500.2,515,490,246,383,0,383,0,0
Sê San 3,15/03 23:00,304.16,304.5,303.2,386,430,0,430,0,0
Sê San 3A,15/03 23:00,239,239,238.5,271,271,0,271,0,0
Sê San 4,15/03 23:00,214.42,215,210,264,220,0,220,0,0
Kanak,15/03 23:00,510.33,515,485,4.49,23,0,23,0,0
An Khê,15/03 23:00,427.87,429,427,26.66,41.1,4,37.1,0,1
Srêpốk 3,15/03 23:00,270.17,272,268,6,31.72,0.72,31,2,0
Buôn Kuốp,15/03 23:00,410.93,412,409,38,105,0,105,0,0
Buôn Tua Srah,15/03 23:00,480.31,487.5,465,2,96,0,96,0,0
Đồng Nai 3,15/03 23:00,586.44,590,570,108.76,181.54,0,181.54,0,0
Đồng Nai 4,15/03 23:00,475.45,476,474,190.48,201.94,2.5,199.44,0,0
Đơn Dương,15/03 23:00,1038.06,1042,1018,14.61,35.87,0,35.87,0,0
Đại Ninh,15/03 23:00,874.71,880,860,4,27.7,0.7,27,0,0
Hàm Thuận,15/03 23:00,598.42,605,575,11.98,127.34,2.9,124.44,0,0
Đa Mi,15/03 23:00,324.22,325,323,124.45,71.12,0,71.12,0,0
Thượng Kon Tum,16/03 23:00,1156.49,1160,1138,5.51,27.78,0,27.78,0,0
Pleikrông,16/03 23:00,565.9,570,537,56,214,0,214,0,0
Ialy,16/03 23:00,500.19,515,490,246,383,0,383,0,0
Sê San 3,16/03 23:00,304.25,304.5,303.2,387,347,0,347,0,0
Sê San 3A,16/03 23:00,239,239,238.5,281,281,0,281,0,0
Sê San 4,16/03 23:00,214.47,215,210,293,220,0,220,0,0
Kanak,16/03 23:00,510.23,515,485,4.08,21.46,0,21.46,0,0
An Khê,16/03 23:00,428.03,429,427,26.75,7.5,4,3.5,0,1
Srêpốk 3,16/03 23:00,270.36,272,268,6,28.72,0.72,28,2,0
Buôn Kuốp,16/03 23:00,410.92,412,409,33,100,0,100,0,0
Buôn Tua Srah,16/03 23:00,480.17,487.5,465,2,96,0,96,0,0
Đồng Nai 3,16/03 23:00,586.35,590,570,20.19,107.53,0,107.53,0,0
Đồng Nai 4,16/03 23:00,475.47,476,474,147.06,147.01,2.5,144.51,0,0
Đơn Dương,16/03 23:00,1037.94,1042,1018,20.02,29.07,0,29.07,0,0
Đại Ninh,16/03 23:00,874.62,880,860,12,27.7,0.7,27,0,0
Hàm Thuận,16/03 23:00,598.3,605,575,7.47,110.69,2.9,107.79,0,0
Đa Mi,16/03 23:00,324.04,325,323,107.89,91.78,0,91.78,0,0
Thượng Kon Tum,17/03 23:00,1156.39,1160,1138,7.54,16.76,0,16.76,0,0
Pleikrông,17/03 23:00,565.72,570,537,25,214,0,214,0,0
Ialy,17/03 23:00,500.14,515,490,234,394,0,394,0,0
Sê San 3,17/03 23:00,304.45,304.5,303.2,396,323,0,323,0,0
Sê San 3A,17/03 23:00,239,239,238.5,282,282,0,282,0,0
Sê San 4,17/03 23:00,214.45,215,210,210,210,0,210,0,0
Kanak,17/03 23:00,510.2,515,485,3.69,4.2,0,4.2,0,0
An Khê,17/03 23:00,427.98,429,427,25.74,4,4,0,0,1
Srêpốk 3,17/03 23:00,270.48,272,268,121,0.72,0.72,0,2,0
Buôn Kuốp,17/03 23:00,411.15,412,409,30,15,0,15,0,0
