tên hồ,Thời điểm,htl,dbt,hc,Qve,Tqx,Qxt,Qxm,Ncxs,Ncxm
Đơn Dương,04/02 23:00,1040.79,1042,1018,1.09,15.98,0,15.98,0,0
Đại Ninh,04/02 23:00,877.88,880,860,8,45.7,0.7,45,0,0
Hàm Thuận,04/02 23:00,602.48,605,575,9.94,23.35,2.9,20.45,0,0
Đa Mi,04/02 23:00,323.97,325,323,21.28,44.06,0,44.06,0,0
Thượng Kon Tum,05/02 23:00,1160,1160,1138,28.67,26.34,0,26.34,0,0
Pleikrông,05/02 23:00,569.72,570,537,35,0,0,0,0,0
Ialy,05/02 23:00,503.94,515,490,34,197,0,197,0,0
Sê San 3,05/02 23:00,303.5,304.5,303.2,200,205,0,205,0,0
Sê San 3A,05/02 23:00,238.93,239,238.5,418,191,0,191,0,0
Sê San 4,05/02 23:00,214.51,215,210,375,375,0,375,0,0
An Khê,05/02 23:00,427.97,429,427,26.49,10.37,4,6.37,0,1
Srêpốk 3,05/02 23:00,269.38,272,268,13,151.69,0.69,151,2,0
Buôn Kuốp,05/02 23:00,409.63,412,409,75,113,0,113,0,0
Buôn Tua Srah,05/02 23:00,484.41,487.5,465,52,89,0,89,0,0
Đồng Nai 3,05/02 23:00,588.05,590,570,84.22,127.89,0,127.89,0,0
Đồng Nai 4,05/02 23:00,475.61,476,474,66.74,204.04,2.5,201.54,0,0
Đơn Dương,05/02 23:00,1040.72,1042,1018,9.05,26.47,0,26.47,0,0
Đại Ninh,05/02 23:00,877.8,880,860,9,51.7,0.7,51,0,0
Hàm Thuận,05/02 23:00,602.4,605,575,15.33,75.67,2.9,72.77,0,0
Đa Mi,05/02 23:00,323.96,325,323,73.32,52.21,0,52.21,0,0
Thượng Kon Tum,06/02 23:00,1160,1160,1138,29.64,26.34,0,26.34,0,0
Pleikrông,06/02 23:00,569.8,570,537,34,69,0,69,0,0
Ialy,06/02 23:00,503.72,515,490,133,264,0,264,0,0
Sê San 3,06/02 23:00,303.42,304.5,303.2,270,476,0,476,0,0
Sê San 3A,06/02 23:00,238.95,239,238.5,498,532,0,532,0,0
Sê San 4,06/02 23:00,214.46,215,210,454,160,0,160,0,0
An Khê,06/02 23:00,427.85,429,427,25.92,23.5,4,19.5,0,1
Srêpốk 3,06/02 23:00,269.35,272,268,40,150.69,0.69,150,2,0
Buôn Kuốp,06/02 23:00,409.62,412,409,61,112,0,112,0,0
Buôn Tua Srah,06/02 23:00,484.34,487.5,465,48,89,0,89,0,0
Đồng Nai 3,06/02 23:00,588,590,570,107.73,165.95,0,165.95,0,0
Đồng Nai 4,06/02 23:00,475.65,476,474,179.84,202.76,2.5,200.26,0,0
Đơn Dương,06/02 23:00,1040.67,1042,1018,21.81,26.58,0,26.58,0,0
Đại Ninh,06/02 23:00,877.72,880,860,6,49.7,0.7,49,0,0
Hàm Thuận,06/02 23:00,602.31,605,575,9.91,76.95,2.9,74.05,0,0
Đa Mi,06/02 23:00,323.99,325,323,74.44,55,0,55,0,0
Thượng Kon Tum,07/02 23:00,1159.99,1160,1138,21.12,26.34,0,26.34,0,0
Pleikrông,07/02 23:00,569.84,570,537,45,115,0,115,0,0
Ialy,07/02 23:00,503.44,515,490,149,388,0,388,0,0
Sê San 3,07/02 23:00,303.9,304.5,303.2,392,305,0,305,0,0
Sê San 3A,07/02 23:00,238.73,239,238.5,243,0,0,0,0,0
Sê San 4,07/02 23:00,214.48,215,210,220,220,0,220,0,0
An Khê,07/02 23:00,427.9,429,427,25.74,4,4,0,0,1
Srêpốk 3,07/02 23:00,269.3,272,268,54,151.69,0.69,151,2,0
Buôn Kuốp,07/02 23:00,409.58,412,409,74,112,0,112,0,0
Buôn Tua Srah,07/02 23:00,484.26,487.5,465,33,89,0,89,0,0
Đồng Nai 3,07/02 23:00,587.96,590,570,106,106,0,106,0,0
Đồng Nai 4,07/02 23:00,475.64,476,474,145.47,182.34,2.5,179.84,0,0
Đơn Dương,07/02 23:00,1040.53,1042,1018,9.12,26.54,0,26.54,0,0
Đại Ninh,07/02 23:00,877.64,880,860,11,49.7,0.7,49,0,0
Hàm Thuận,07/02 23:00,602.21,605,575,10.54,77.55,2.9,74.65,0,0
Đa Mi,07/02 23:00,324.02,325,323,75.14,57.46,0,57.46,0,0
Thượng Kon Tum,08/02 23:00,1159.98,1160,1138,24.33,26.34,0,26.34,0,0
Pleikrông,08/02 23:00,569.9,570,537,95,95,0,95,0,0
Ialy,08/02 23:00,503.12,515,490,129,286,0,286,0,0
Sê San 3,08/02 23:00,304,304.5,303.2,292,239,0,239,0,0
Sê San 3A,08/02 23:00,238.64,239,238.5,444,497,0,497,0,0
Sê San 4,08/02 23:00,214.51,215,210,572,175,0,175,0,0
An Khê,08/02 23:00,428,429,427,25.58,4,4,0,0,1
Srêpốk 3,08/02 23:00,269.25,272,268,9,151.69,0.69,151,2,0
Buôn Kuốp,08/02 23:00,409.58,412,409,61,112,0,112,0,0
Buôn Tua Srah,08/02 23:00,484.17,487.5,465,41,89,0,89,0,0
Đồng Nai 3,08/02 23:00,587.94,590,570,49.27,49.27,0,49.27,0,0
Đồng Nai 4,08/02 23:00,475.64,476,474,74.71,97.63,2.5,95.13,0,0
Đơn Dương,08/02 23:00,1040.52,1042,1018,13.78,16.02,0,16.02,0,0
Đại Ninh,08/02 23:00,877.64,880,860,5,0.7,0.7,0,0,0
Hàm Thuận,08/02 23:00,602.13,605,575,11.82,85.57,2.9,82.67,0,0
Đa Mi,08/02 23:00,324.04,325,323,83.05,58.88,0,58.88,0,0
Thượng Kon Tum,09/02 23:00,1159.97,1160,1138,19.33,26.34,0,26.34,0,0
Pleikrông,09/02 23:00,569.94,570,537,14,0,0,0,0,0
Ialy,09/02 23:00,502.8,515,490,48,352,0,352,0,0
Sê San 3,09/02 23:00,303.7,304.5,303.2,355,486,0,486,0,0
Sê San 3A,09/02 23:00,238.57,239,238.5,413,557,0,557,0,0
Sê San 4,09/02 23:00,214.45,215,210,534,490,0,490,0,0
An Khê,09/02 23:00,428.25,429,427,3.92,4,4,0,0,1
Srêpốk 3,09/02 23:00,269.2,272,268,37,151.68,0.68,151,2,0
Buôn Kuốp,09/02 23:00,409.59,412,409,61,112,0,112,0,0
Buôn Tua Srah,09/02 23:00,484.09,487.5,465,34,90,0,90,0,0
Đồng Nai 3,09/02 23:00,587.94,590,570,118.7,89.59,0,89.59,0,0
Đồng Nai 4,09/02 23:00,475.62,476,474,98.27,98.27,2.5,95.77,0,0
Đơn Dương,09/02 23:00,1040.53,1042,1018,23.55,15.67,0,15.67,0,0
Đại Ninh,09/02 23:00,877.67,880,860,1,1,1,0,0,0
Hàm Thuận,09/02 23:00,602.1,605,575,6.42,39.94,2.9,37.04,0,0
Đa Mi,09/02 23:00,323.98,325,323,38.66,45.05,0,45.05,0,0
Thượng Kon Tum,10/02 23:00,1160,1160,1138,19.76,26.34,0,26.34,0,0
Pleikrông,10/02 23:00,569.99,570,537,97,97,0,97,0,0
Ialy,10/02 23:00,502.66,515,490,146,329,0,329,0,0
Sê San 3,10/02 23:00,303.77,304.5,303.2,336,337,0,337,0,0
Sê San 3A,10/02 23:00,238.57,239,238.5,243,330,0,330,0,0
Sê San 4,10/02 23:00,214.49,215,210,578,210,0,210,0,0
An Khê,10/02 23:00,428.18,429,427,2.68,4,4,0,0,1
Srêpốk 3,10/02 23:00,269.17,272,268,43,187.68,0.68,187,2,0
Buôn Kuốp,10/02 23:00,410.04,412,409,66,106,0,106,0,0
Buôn Tua Srah,10/02 23:00,484.03,487.5,465,9,90,0,90,0,0
Đồng Nai 3,10/02 23:00,587.94,590,570,35.09,64.21,0,64.21,0,0
Đồng Nai 4,10/02 23:00,475.61,476,474,79.91,79.91,2.5,77.41,0,0
Đơn Dương,10/02 23:00,1040.57,1042,1018,23.53,15.65,0,15.65,0,0
Đại Ninh,10/02 23:00,877.67,880,860,1,1,1,0,0,0
Hàm Thuận,10/02 23:00,602.07,605,575,8.73,62.37,2.9,59.47,0,0
Đa Mi,10/02 23:00,323.88,325,323,59.69,59.69,0,59.69,0,0
Thượng Kon Tum,11/02 23:00,1160,1160,1138,26.08,26.34,0,26.34,0,0
Pleikrông,11/02 23:00,569.97,570,537,40,80,0,80,0,0
Ialy,11/02 23:00,502.54,515,490,134,340,0,340,0,0
Sê San 3,11/02 23:00,303.6,304.5,303.2,345,295,0,295,0,0
Sê San 3A,11/02 23:00,238.52,239,238.5,195,211,0,211,0,0
Sê San 4,11/02 23:00,214.53,215,210,317,170,0,170,0,0
An Khê,11/02 23:00,428.11,429,427,2.52,4,4,0,0,1
Srêpốk 3,11/02 23:00,268.99,272,268,119,159.68,0.68,159,2,0
Buôn Kuốp,11/02 23:00,410.27,412,409,52,106,0,106,0,0
Buôn Tua Srah,11/02 23:00,483.95,487.5,465,2,90,0,90,0,0
Đồng Nai 3,11/02 23:00,587.94,590,570,93.7,79.14,0,79.14,0,0
Đồng Nai 4,11/02 23:00,475.61,476,474,88.81,88.81,2.5,86.31,0,0
Đơn Dương,11/02 21:00,1040.56,1042,1018,6.46,16.29,0,16.29,0,0
Đại Ninh,11/02 23:00,877.67,880,860,1,1,1,0,0,0
Hàm Thuận,11/02 23:00,602.02,605,575,9.26,62.9,2.9,60,0,0
Đa Mi,11/02 23:00,323.78,325,323,60.21,60.21,0,60.21,0,0
Thượng Kon Tum,12/02 23:00,1159.98,1160,1138,20.36,26.34,0,26.34,0,0
Pleikrông,12/02 23:00,569.98,570,537,6,20,0,20,0,0
Ialy,12/02 23:00,502.17,515,490,55,394,0,394,0,0
Sê San 3,12/02 23:00,303.4,304.5,303.2,396,380,0,380,0,0
Sê San 3A,12/02 23:00,238.58,239,238.5,445,376,0,376,0,0
Sê San 4,12/02 23:00,214.61,215,210,514,220,0,220,0,0
An Khê,12/02 23:00,428.04,429,427,2.79,4,4,0,0,1
Srêpốk 3,12/02 23:00,269.09,272,268,39,169.68,0.68,169,2,0
Buôn Kuốp,12/02 23:00,410.66,412,409,66,105,0,105,0,0
Buôn Tua Srah,12/02 23:00,483.87,487.5,465,2,90,0,90,0,0
Đồng Nai 3,12/02 23:00,587.93,590,570,82.1,82.1,0,82.1,0,0
Đồng Nai 4,12/02 23:00,475.59,476,474,95.77,100.77,2.5,98.27,0,0
Đơn Dương,12/02 23:00,1040.55,1042,1018,17.23,16.94,0,16.94,0,0
Đại Ninh,12/02 23:00,877.67,880,860,1,1,1,0,0,0
Hàm Thuận,12/02 23:00,601.99,605,575,1.61,61.95,2.9,59.05,0,0
Đa Mi,12/02 23:00,323.68,325,323,59.65,59.65,0,59.65,0,0
Thượng Kon Tum,13/02 23:00,1159.97,1160,1138,18.38,13.17,0,13.17,0,0
Pleikrông,13/02 23:00,569.97,570,537,163,198,0,198,0,0
Ialy,13/02 23:00,501.87,515,490,245,280,0,280,0,0
Sê San 3,13/02 23:00,303.61,304.5,303.2,290,350,0,350,0,0
Sê San 3A,13/02 23:00,238.75,239,238.5,244,318,0,318,0,0
Sê San 4,13/02 23:00,214.64,215,210,347,200,0,200,0,0
An Khê,13/02 23:00,427.94,429,427,2.67,4,4,0,0,1
Srêpốk 3,13/02 23:00,269.04,272,268,35,169.68,0.68,169,2,0
Buôn Kuốp,13/02 23:00,410.72,412,409,51,105,0,105,0,0
Buôn Tua Srah,13/02 23:00,483.79,487.5,465,18,90,0,90,0,0
Đồng Nai 3,13/02 23:00,587.92,590,570,30.22,44.79,0,44.79,0,0
Đồng Nai 4,13/02 23:00,475.57,476,474,82.31,82.31,2.5,79.81,0,0
Đơn Dương,13/02 23:00,1040.94,1042,1018,8.12,58.86,0,58.86,0,0
Đại Ninh,13/02 23:00,877.66,880,860,1,1,1,0,0,0
Hàm Thuận,13/02 23:00,601.94,605,575,8.12,61.76,2.9,58.86,0,0
Đa Mi,13/02 23:00,323.56,325,323,58.88,58.88,0,58.88,0,0
Thượng Kon Tum,14/02 23:00,1159.99,1160,1138,19.03,24.54,0,24.54,0,0
Pleikrông,14/02 23:00,569.95,570,537,58,198,0,198,0,0
Ialy,14/02 23:00,501.9,515,490,268,309,0,309,0,0
Sê San 3,14/02 23:00,304.06,304.5,303.2,317,470,0,470,0,0
Sê San 3A,14/02 23:00,238.6,239,238.5,442,497,0,497,0,0
Sê San 4,14/02 23:00,214.58,215,210,529,220,0,220,0,0
An Khê,14/02 23:00,427.8,429,427,25.67,4,4,0,0,1
Srêpốk 3,14/02 23:00,269.08,272,268,14,169.68,0.68,169,2,0
Buôn Kuốp,14/02 23:00,410.59,412,409,52,106,0,106,0,0
Buôn Tua Srah,14/02 23:00,483.72,487.5,465,6,90,0,90,0,0
Đồng Nai 3,14/02 23:00,587.92,590,570,102.28,73.17,0,73.17,0,0
Đồng Nai 4,14/02 23:00,475.55,476,474,85.38,85.38,2.5,82.88,0,0
Đơn Dương,14/02 23:00,1040.5,1042,1018,12.33,17.1,0,17.1,0,0
Đại Ninh,14/02 23:00,877.64,880,860,1,1,1,0,0,0
Hàm Thuận,14/02 23:00,601.89,605,575,8.55,62.19,2.9,59.29,0,0
Đa Mi,14/02 23:00,323.48,325,323,559.63,59.63,0,59.63,0,0
Thượng Kon Tum,15/02 23:00,1159.95,1160,1138,27.34,26.34,0,26.34,0,0
Pleikrông,15/02 23:00,569.89,570,537,38,198,0,198,0,0
Ialy,15/02 23:00,501.78,515,490,244,392,0,392,0,0
Sê San 3,15/02 23:00,303.4,304.5,303.2,397,465,0,465,0,0
Sê San 3A,15/02 23:00,238.71,239,238.5,462,481,0,481,0,0
Sê San 4,15/02 23:00,214.61,215,210,376,220,0,220,0,0
An Khê,15/02 23:00,427.83,429,427,26.67,4,4,0,0,1
Srêpốk 3,15/02 23:00,269.02,272,268,11,133.68,0.68,133,2,0
Buôn Kuốp,15/02 23:00,410.5,412,409,52,106,0,106,0,0
Buôn Tua Srah,15/02 23:00,483.63,487.5,465,10,90,0,90,0,0
Đồng Nai 3,15/02 23:00,587.87,590,570,67.63,111.3,0,111.3,0,0
Đồng Nai 4,15/02 23:00,475.59,476,474,135.29,204.04,2.5,201.54,0,0
Đơn Dương,15/02 23:00,1040.45,1042,1018,17.07,26.9,0,26.9,0,0
Đại Ninh,15/02 23:00,877.55,880,860,4,52,1,51,0,0
Hàm Thuận,15/02 23:00,601.79,605,575,5.72,52.65,2.9,49.75,0,0
Đa Mi,15/02 23:00,323.51,325,323,50.34,59.78,0,59.78,0,0
Thượng Kon Tum,16/02 23:00,1159.91,1160,1138,17.2,26.34,0,26.34,0,0
Pleikrông,16/02 23:00,569.79,570,537,110,180,0,180,0,0
Ialy,16/02 23:00,501.68,515,490,220,303,0,303,0,0
Sê San 3,16/02 23:00,303.95,304.5,303.2,311,382,0,382,0,0
Sê San 3A,16/02 23:00,238.67,239,238.5,244,390,0,390,0,0
Sê San 4,16/02 23:00,214.6,215,210,367,220,0,220,0,0
An Khê,16/02 23:00,427.89,429,427,25.94,11.5,4,7.5,0,1
Srêpốk 3,16/02 23:00,268.96,272,268,35,141.68,0.68,141,2,0
Buôn Kuốp,16/02 23:00,410.52,412,409,66,106,0,106,0,0
Buôn Tua Srah,16/02 23:00,483.54,487.5,465,54,90,0,90,0,0
Đồng Nai 3,16/02 23:00,587.82,590,570,60.12,132.9,0,132.9,0,0
Đồng Nai 4,16/02 23:00,475.53,476,474,135.9,204.7,2.5,202.2,0,0
Đơn Dương,16/02 23:00,1040.39,1042,1018,18.18,28.02,0,28.02,0,0
Đại Ninh,16/02 23:00,877.5,880,860,9,52,1,51,0,0
Hàm Thuận,16/02 23:00,601.7,605,575,7.76,47.99,2.9,45.09,0,0
Đa Mi,16/02 21:00,323.51,325,323,124.19,59.75,0,59.75,0,0
Thượng Kon Tum,17/02 23:00,1159.85,1160,1138,18.82,26.34,0,26.34,0,0
Pleikrông,17/02 23:00,569.68,570,537,47,187,0,187,0,0
Ialy,17/02 23:00,501.6,515,490,243,316,0,316,0,0
Sê San 3,17/02 23:00,303.9,304.5,303.2,323,285,0,285,0,0
Sê San 3A,17/02 23:00,238.62,239,238.5,408,538,0,538,0,0
Sê San 4,17/02 23:00,214.67,215,210,514,220,0,220,0,0
An Khê,17/02 23:00,427.9,429,427,26.73,23.5,4,19.5,0,1
Srêpốk 3,17/02 23:00,268.91,272,268,55,169.67,0.67,169,2,0
Buôn Kuốp,17/02 23:00,410.61,412,409,52,106,0,106,0,0
Buôn Tua Srah,17/02 23:00,483.48,487.5,465,6,91,0,91,0,0
Đồng Nai 3,17/02 23:00,587.78,590,570,46.89,119.67,0,119.67,0,0
Đồng Nai 4,17/02 23:00,475.5,476,474,159.47,205.3,2.5,202.8,0,0
Đơn Dương,17/02 23:00,1040.3,1042,1018,21.76,26.54,0,26.54,0,0
Đại Ninh,17/02 23:00,877.41,880,860,9,52,1,51,0,0
Hàm Thuận,17/02 23:00,601.59,605,575,13.47,73.81,2.9,70.91,0,0
Đa Mi,17/02 23:00,323.59,325,323,71.86,60.47,0,60.47,0,0
Thượng Kon Tum,18/02 23:00,1159.83,1160,1138,20.57,27.78,0,27.78,0,0
Pleikrông,18/02 23:00,569.55,570,537,16,198,0,198,0,0
Ialy,18/02 23:00,501.65,515,490,230,193,0,193,0,0
Sê San 3,18/02 23:00,303.28,304.5,303.2,196,188,0,188,0,0
Sê San 3A,18/02 23:00,238.58,239,238.5,26,265,0,265,0,0
Sê San 4,18/02 23:00,214.6,215,210,220,220,0,220,0,0
An Khê,18/02 23:00,427.95,429,427,26.73,52,4,48,0,1
Srêpốk 3,18/02 23:00,268.96,272,268,330,203.68,0.68,203,2,0
Buôn Kuốp,18/02 23:00,409.32,412,409,52,308,0,308,0,0
Buôn Tua Srah,18/02 23:00,483.31,487.5,465,2,182,0,182,0,0
Đồng Nai 3,18/02 23:00,587.72,590,570,48.49,179.5,0,179.5,0,0
Đồng Nai 4,18/02 23:00,475.43,476,474,183.6,206.5,2.5,204,0,0
Đơn Dương,18/02 23:00,1040.18,1042,1018,3.5,28.52,0,28.52,0,0
Đại Ninh,18/02 23:00,877.32,880,860,9,52,1,51,0,0
Hàm Thuận,18/02 23:00,601.48,605,575,7.03,127.71,2.9,124.81,0,0
Đa Mi,18/02 23:00,323.45,325,323,125.92,122.58,0,122.58,0,0
Thượng Kon Tum,19/02 23:00,1159.79,1160,1138,26.92,27.78,0,27.78,0,0
Pleikrông,19/02 23:00,569.44,570,537,34,198,0,198,0,0
Ialy,19/02 23:00,501.8,515,490,229,229,0,229,0,0
Sê San 3,19/02 23:00,304,304.5,303.2,233,200,0,200,0,0
Sê San 3A,19/02 23:00,238.5,239,238.5,0,0,0,0,0,0
Sê San 4,19/02 23:00,214.48,215,210,5,220,0,220,0,0
Kanak,19/02 23:00,511.72,515,485,4.28,22,0,22,0,0
An Khê,19/02 23:00,427.58,429,427,26.79,47.5,4,43.5,0,1
Srêpốk 3,19/02 23:00,269.2,272,268,31,169.68,0.68,169,2,0
Buôn Kuốp,19/02 23:00,409.23,412,409,69,107,0,107,0,0
Buôn Tua Srah,19/02 23:00,483.11,487.5,465,2,91,0,91,0,0
Đồng Nai 3,19/02 23:00,587.63,590,570,49.99,122.77,0,122.77,0,0
Đồng Nai 4,19/02 23:00,475.31,476,474,184.9,207.8,2.5,205.3,0,0
Đơn Dương,19/02 23:00,1040.08,1042,1018,21.56,31.39,0,31.39,0,0
Đại Ninh,19/02 23:00,877.22,880,860,9,52,1,51,0,0
Hàm Thuận,19/02 23:00,601.33,605,575,7.15,114.43,2.9,111.53,0,0
Đa Mi,19/02 23:00,323.35,325,323,111.55,111.55,0,111.55,0,0
Thượng Kon Tum,20/02 23:00,1159.76,1160,1138,26.45,27.06,0,27.06,0,0
Pleikrông,20/02 23:00,569.34,570,537,25,200,0,200,0,0
Ialy,20/02 23:00,501.9,515,490,239,350,0,350,0,0
Sê San 3,20/02 23:00,304.03,304.5,303.2,353,186,0,186,0,0
Sê San 3A,20/02 23:00,238.64,239,238.5,318,282,0,282,0,0
Sê San 4,20/02 23:00,214.43,215,210,474,180,0,180,0,0
Kanak,20/02 23:00,511.59,515,485,4.27,22,0,22,0,0
An Khê,20/02 23:00,427.47,429,427,26.95,26.95,4,22.95,0,1
Srêpốk 3,20/02 23:00,269.16,272,268,22,169.68,0.68,169,2,0
Buôn Kuốp,20/02 23:00,409.09,412,409,57,108,0,108,0,0
Buôn Tua Srah,20/02 23:00,483,487.5,465,4,91,0,91,0,0
Đồng Nai 3,20/02 23:00,587.58,590,570,39.91,127.25,0,127.25,0,0
Đồng Nai 4,20/02 23:00,475.29,476,474,162.03,207.86,2.5,205.36,0,0
Đơn Dương,20/02 23:00,1040.03,1042,1018,22.48,24.72,0,24.72,0,0
Đại Ninh,20/02 23:00,877.12,880,860,12,54.7,0.7,54,0,0
Hàm Thuận,20/02 23:00,601.22,605,575,7.83,94.99,2.9,92.09,0,0
Đa Mi,20/02 23:00,323.29,325,323,92.16,59.94,0,59.94,0,0
Thượng Kon Tum,21/02 23:00,1159.72,1160,1138,30.64,27.78,0,27.78,0,0
Pleikrông,21/02 23:00,569.18,570,537,60,165,0,165,0,0
Ialy,21/02 23:00,501.9,515,490,213,345,0,345,0,0
Sê San 3,21/02 23:00,304.2,304.5,303.2,350,400,0,400,0,0
Sê San 3A,21/02 23:00,238.91,239,238.5,380,257,0,257,0,0
Sê San 4,21/02 23:00,214.38,215,210,342,195,0,195,0,0
Kanak,21/02 23:00,511.45,515,485,4.47,22,0,22,0,0
An Khê,21/02 23:00,427.54,429,427,25.67,28,4,24,0,1
Srêpốk 3,21/02 23:00,269.27,272,268,22,169.69,0.69,169,2,0
Buôn Kuốp,21/02 23:00,408.81,412,409,60,108,0,108,0,0
Buôn Tua Srah,21/02 23:00,482.85,487.5,465,5,92,0,92,0,0
Đồng Nai 3,21/02 23:00,587.51,590,570,116.74,160.41,0,160.41,0,0
Đồng Nai 4,21/02 23:00,475.2,476,474,177.42,188.88,2.5,186.38,0,0
Đơn Dương,21/02 23:00,1039.86,1042,1018,0.48,24.72,0,24.72,0,0
Đại Ninh,21/02 23:00,877,880,860,4,41.7,0.7,41,0,0
Hàm Thuận,21/02 23:00,601.07,605,575,7.85,81.6,2.9,78.7,0,0
Đa Mi,21/02 23:00,323.27,325,323,79.1,56.6,0,56.6,0,0
Thượng Kon Tum,22/02 23:00,1159.6,1160,1138,14.26,27.78,0,27.78,0,0
Pleikrông,22/02 23:00,569.07,570,537,70,140,0,140,0,0
Ialy,22/02 23:00,501.84,515,490,206,289,0,289,0,0
Sê San 3,22/02 23:00,304.03,304.5,303.2,294,219,0,219,0,0
Sê San 3A,22/02 23:00,238.8,239,238.5,381,404,0,404,0,0
Sê San 4,22/02 23:00,214.39,215,210,337,190,0,190,0,0
Kanak,22/02 23:00,511.33,515,485,4.5,23,0,23,0,0
An Khê,22/02 23:00,427.59,429,427,27.16,26.9,4,22.9,0,1
Srêpốk 3,22/02 23:00,269.18,272,268,14,169.68,0.68,169,2,0
Buôn Kuốp,22/02 23:00,409.07,412,409,69,107,0,107,0,0
Buôn Tua Srah,22/02 23:00,482.77,487.5,465,2,81,0,81,0,0
Đồng Nai 3,22/02 23:00,587.43,590,570,107.22,180,0,180,0,0
Đồng Nai 4,22/02 23:00,475.22,476,474,174.77,197.69,2.5,195.19,0,0
Đơn Dương,22/02 23:00,1039.77,1042,1018,15.32,24.85,0,24.85,0,0
Đại Ninh,22/02 23:00,876.88,880,860,2,54.7,0.7,54,0,0
Hàm Thuận,22/02 23:00,600.93,605,575,10.1,110.67,2.9,107.77,0,0
Đa Mi,22/02 23:00,323.39,325,323,107.92,60.79,0,60.79,0,0
Thượng Kon Tum,23/02 23:00,1159.48,1160,1138,14.26,27.78,0,27.78,0,0
Pleikrông,23/02 23:00,568.95,570,537,55,202,0,202,0,0
Ialy,23/02 23:00,501.83,515,490,237,153,0,153,0,0
Sê San 3,23/02 23:00,303.95,304.5,303.2,159,360,0,360,0,0
Sê San 3A,23/02 23:00,239,239,238.5,268,268,0,268,0,0
Sê San 4,23/02 23:00,214.35,215,210,346,170,0,170,0,0
Kanak,23/02 23:00,511.24,515,485,5.23,23,0,23,0,0
An Khê,23/02 23:00,427.52,429,427,26.91,29,4,25,0,1
Srêpốk 3,23/02 23:00,269.09,272,268,44,141.68,0.68,141,2,0
Buôn Kuốp,23/02 23:00,409.2,412,409,56,107,0,107,0,0
Buôn Tua Srah,23/02 23:00,482.65,487.5,465,13,81,0,81,0,0
Đồng Nai 3,23/02 23:00,587.29,590,570,10.1,141.11,0,141.11,0,0
Đồng Nai 4,23/02 23:00,475.24,476,474,197.6,186.14,2.5,183.64,0,0
Đơn Dương,23/02 23:00,1039.7,1042,1018,12.79,24.77,0,24.77,0,0
Đại Ninh,23/02 23:00,876.81,880,860,8,55.5,1.5,54,0,0
Hàm Thuận,23/02 23:00,600.75,605,575,8.02,81.77,2.9,78.87,0,0
Đa Mi,23/02 23:00,323.58,325,323,79.13,59.96,0,59.96,0,0
Thượng Kon Tum,24/02 23:00,1159.37,1160,1138,11.01,0,0,0,0,0
Pleikrông,24/02 23:00,568.78,570,537,27,202,0,202,0,0
Ialy,24/02 23:00,501.83,515,490,256,293,0,293,0,0
Sê San 3,24/02 23:00,303.76,304.5,303.2,302,329,0,329,0,0
Sê San 3A,24/02 23:00,238.8,239,238.5,244,278,0,278,0,0
Sê San 4,24/02 23:00,214.45,215,210,397,0,0,0,0,0
Kanak,24/02 23:00,511.2,515,485,5.22,0,0,0,0,0
An Khê,24/02 23:00,427.79,429,427,4.25,4,4,0,0,1
Srêpốk 3,24/02 23:00,268.89,272,268,6,169.67,0.67,169,2,0
Buôn Kuốp,24/02 23:00,409.78,412,409,64,102,0,102,0,0
Buôn Tua Srah,24/02 23:00,482.58,487.5,465,6,92,0,92,0,0
Đồng Nai 3,24/02 23:00,587.28,590,570,24.12,140.57,0,140.57,0,0
Đồng Nai 4,24/02 23:00,475.21,476,474,160.25,125.88,2.5,123.38,0,0
Đơn Dương,24/02 23:00,1039.68,1042,1018,19.02,11.37,0,11.37,0,0
Đại Ninh,24/02 23:00,876.77,880,860,0,28.5,1.5,27,0,0
Hàm Thuận,24/02 23:00,600.71,605,575,6.6,100.46,2.9,97.56,0,0
Đa Mi,24/02 23:00,323.4,325,323,97.8,72.72,0,72.72,0,0
Thượng Kon Tum,25/02 23:00,1159.37,1160,1138,8.32,0,0,0,0,0
Pleikrông,25/02 23:00,568.66,570,537,27,202,0,202,0,0
Ialy,25/02 23:00,501.81,515,490,244,207,0,207,0,0
Sê San 3,25/02 23:00,304.1,304.5,303.2,210,220,0,220,0,0
Sê San 3A,25/02 23:00,238.52,239,238.5,283,239,0,239,0,0
Sê San 4,25/02 23:00,214.53,215,210,293,220,0,220,0,0
Kanak,25/02 23:00,511.2,515,485,6.25,23,0,23,0,0
An Khê,25/02 23:00,427.76,429,427,11.22,4,4,0,0,1
Srêpốk 3,25/02 23:00,268.82,272,268,107,0.67,0.67,0,2,0
Buôn Kuốp,25/02 23:00,410.13,412,409,27,0,0,0,0,0
Buôn Tua Srah,25/02 23:00,482.57,487.5,465,2,92,0,92,0,0
Đồng Nai 3,25/02 23:00,587.28,590,570,4.85,0,0,0,0,0
Đồng Nai 4,25/02 23:00,475.2,476,474,2.5,2.5,2.5,0,0,0
Đơn Dương,25/02 23:00,1039.68,1042,1018,2.74,0,0,0,0,0
Đại Ninh,25/02 23:00,876.75,880,860,1,0.7,0.7,0,0,0
Hàm Thuận,25/02 23:00,600.72,605,575,2.9,2.9,2.9,0,0,0
Đa Mi,25/02 23:00,323.26,325,323,0.01,41.95,0,41.95,0,0
Thượng Kon Tum,26/02 23:00,1159.37,1160,1138,7.06,2.69,0,2.69,0,0
